Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-230.0182	-235.7839	5.765697	30.43863	3.172602	0.0556727	0.212508	0.0368568	0.141802	0.175976	0.0443995	0.0513112	0.0696383	0.0067356	0.0456371	0.024595	0.407983	0.751609	0.180985	0.1467098	0.05783601	0.00578856	0.0658203	0.073008	0.159807	0.0172471	0.028569	0.0145576	0.0107788	0.203812	0.0342484	0.056761	0.0168332	0.205609	0.0934019	0.0137578	0.04197693	30.43863	0.402189	0.740658	1.08325	1.77391	0.158868	0.113287	0.261282	0.0437045	0.27626	0.146598	0.09981294	0.420556
11	0	-235.7497	-240.1202	4.370441	136.1088	1.031211	0.0636899	0.0385655	0.184589	0.0851183	0.0683937	0.0687194	0.0845761	0.0118119	0.0458406	0.0676959	0.167004	0.201764	0.183922	0.0594069	0.1476524	-0.0001820075	0.00332865	0.0512886	0.00867274	0.153269	0.109551	0.0125438	0.216246	0.00775486	0.15013	0.030332	0.0749902	0.0206296	0.0891985	0.05485	0.0172143	0.02448643	136.1088	0.143139	0.485936	1.00498	2.36594	0.156653	0.166065	0.190853	0.0512352	0.34996	0.085234	0.02430442	1.007489
12	0	-239.1011	-232.3036	-6.797544	51.63761	1.651244	0.130828	0.301017	0.0342132	0.390671	0.106025	0.622672	0.103434	0.16643	0.0460549	0.795878	0.0536179	1.49907	0.194179	0.0737259	0.2278694	0.01969992	0.00101319	0.0609989	0.00544032	0.166647	0.0178857	0.0155003	0.00308404	0.0103636	0.320594	0.06401	0.0825378	0.0242049	0.134557	0.0536976	0.0394656	0.01557105	51.63761	0.24777	0.611937	1.05819	2.0821	0.138263	0.138287	0.252601	0.0882465	0.264453	0.11815	0.03527096	0.4414693
13	0	-226.3264	-238.1523	11.82588	890.6237	1.486063	0.0696234	0.00739123	0.00706511	0.00775814	0.0154775	0.00391119	0.0159448	0.0199197	0.0229342	0.0314497	0.0425226	0.0465367	0.0101466	0.0460999	0.02511382	0.003531295	0.0531247	0.159312	0.122776	0.117711	0.00123636	0.00146009	0.00802508	0.00455614	0.101755	0.154856	0.00340719	0.0450861	0.085296	0.0975587	0.0438395	0.00579736	890.6237	0.223162	0.58622	1.04959	2.14103	0.0888496	0.151038	0.243676	0.0616499	0.310885	0.143901	0.009328655	0.6214573
14	0	-234.4023	-234.0623	-0.3400035	241.6248	4.276276	0.0125871	0.196654	0.0713224	0.0178212	0.034897	0.0115784	0.253354	0.0364368	0.492285	0.0251618	0.0441335	0.280116	0.0341879	0.0697844	0.1014173	0.009320958	0.00142023	0.00935176	0.128929	0.343117	0.0334978	0.0254414	0.0481623	0.0161696	0.122885	0.0495494	0.0477544	0.000670537	0.132815	0.0123098	0.0279266	0.0006858084	241.6248	0.468924	0.784252	1.08427	1.66256	0.143774	0.115847	0.234294	0.083639	0.293442	0.129004	0.01000677	0.06853447
15	0	-240.9069	-237.0792	-3.827674	314.4395	1.805351	0.0494928	0.0394836	0.215828	0.196995	5.91126e-05	0.0889411	0.0086445	0.226438	0.354988	0.0858145	0.194718	0.263508	0.347339	0.131128	0.16585	0.004537578	0.00240169	0.0238574	0.302974	0.119798	0.0853988	0.00145178	0.0584861	0.000977886	0.0770952	0.00263522	0.0581437	0.0924476	0.0112163	0.0934049	0.0697107	0.004517799	314.4395	0.268878	0.632579	1.06426	2.03429	0.219237	0.113331	0.205887	0.05436	0.313329	0.093856	0.009055377	0.4989079
16	0	-234.3508	-234.9238	0.5730601	103.8631	2.816678	0.058883	0.126787	0.330154	0.0392851	0.12736	0.156224	0.230564	0.0121109	0.105818	0.150299	0.192594	0.239728	0.0984871	0.055305	0.08281434	0.004727529	0.0023159	0.00627648	0.0424951	0.119926	0.207439	0.0312862	0.00543444	0.0243515	0.220721	0.0193161	0.0576581	0.0320524	0.179473	0.0326345	0.0186206	0.01829932	103.8631	0.374563	0.720845	1.08145	1.82314	0.147389	0.118596	0.228415	0.0707016	0.313567	0.121332	0.02302685	0.794695
17	0	-258.2159	-240.6578	-17.55811	174.2861	1.842664	0.686868	0.103915	0.105093	0.0415136	0.211079	0.0265812	1.23246	1.50346	0.84549	0.191987	0.59089	0.267408	0.693028	0.0339897	0.3519286	-0.000310625	0.0357603	0.0441761	0.0554093	0.207692	0.00862999	0.0460164	0.00220884	0.0387349	0.218361	0.00163487	0.0443612	0.0100514	0.0760547	0.193194	0.0177145	0.01565723	174.2861	0.273741	0.637167	1.0655	2.02359	0.077613	0.132951	0.247418	0.122951	0.315889	0.103178	0.01534661	1.020241
18	0	-225.9565	-235.1043	9.147784	107.8045	1.684904	0.193213	0.0142498	0.0161248	0.20695	0.0817945	0.107245	0.102177	0.0274623	0.0315832	0.0200981	0.069124	0.0307067	0.105318	0.384682	0.07571619	0.01551927	0.0294063	0.0863079	0.23496	0.202071	0.0972321	0.00449996	0.0052111	0.00143474	0.0334049	0.0340345	0.0785199	0.0011655	0.0458681	0.0923245	0.0535596	0.005666806	107.8045	0.252526	0.616696	1.05966	2.07112	0.182493	0.136883	0.209153	0.0863	0.282064	0.103108	0.02118607	0.2674779
19	0	-219.3248	-229.7883	10.46345	77.18917	4.582946	0.0943941	0.0755839	0.00593139	0.154934	0.0191798	0.00546785	0.0519962	0.105074	0.0505728	0.174778	0.0379782	0.204867	0.0708132	0.060052	0.07014891	0.01351708	0.00318505	0.0567698	0.165866	0.231812	0.0512503	0.00476694	0.0263248	0.00014381	0.159403	0.0271905	0.00974128	0.00289723	0.139696	0.00514577	0.115808	0.00356351	77.18917	0.483776	0.793228	1.08394	1.63905	0.196805	0.164421	0.226188	0.0549364	0.275193	0.0824569	0.01708059	0.2086292
20	0	-215.3521	-230.0624	14.71029	121.8685	2.342978	0.108278	0.0948058	0.0869052	0.0791255	0.0119926	0.017884	0.0150197	0.0239644	0.0214211	0.133377	0.0513551	0.0510196	0.0294818	0.0921428	0.06819756	0.02560204	0.028401	0.162164	0.00616036	0.189472	0.00515784	0.00111668	0.0073767	0.0055305	0.0602024	0.0864428	0.0981514	0.059497	0.242968	0.0374611	0.00989787	0.001522538	121.8685	0.331045	0.687145	1.0766	1.9052	0.118224	0.21435	0.219799	0.0668912	0.211847	0.168889	0.02712458	0.05613132
21	0	-240.598	-237.6826	-2.915476	27.44446	8.433834	0.0527695	0.151879	0.239845	0.123065	0.211418	0.127911	0.0384883	0.542813	0.195534	0.514406	0.0267454	0.12553	0.0727686	0.0661075	0.2227368	0.1261967	0.0103632	0.195676	0.197079	0.00389291	0.0416089	0.00562225	0.0236049	0.00674791	0.206885	0.0786355	0.104907	0.0108303	0.027333	0.0342832	0.0525312	0.004403865	27.44446	0.602427	0.857101	1.07567	1.46481	0.114564	0.168204	0.296491	0.0843039	0.245329	0.0911077	0.1306006	0.0337201
22	0	-231.169	-238.2494	7.0804	206.2772	1.408655	0.0150372	0.0588199	0.0769078	0.0166337	0.0525025	0.00384212	0.0338791	0.00995656	0.340478	0.389107	0.0055727	0.081557	0.105295	0.0105098	0.07912534	0.01550149	0.0551288	0.0471114	0.0551254	0.106087	0.0457277	0.00736659	0.0469971	0.0124443	0.146771	0.0432907	0.000464585	0.0155919	0.346084	0.0326209	0.0391894	0.003660667	206.2772	0.21086	0.57261	1.04457	2.17195	0.170218	0.194675	0.272368	0.0390414	0.17356	0.150138	0.01916216	0.1910363
23	0	-229.4827	-229.3495	-0.1331703	41.88844	3.729727	0.147017	0.163245	0.308961	0.185349	0.0949707	0.09361	0.428095	0.129772	0.0966212	0.454764	0.131466	0.511978	4.84494e-05	0.479326	0.2680142	0.04212062	0.0130145	0.111091	0.356978	0.0570369	0.0459402	0.000694251	0.0608136	0.00573528	0.131952	0.0155396	0.0469656	0.00545822	0.128395	0.0107595	0.00962541	0.01086312	41.88844	0.438869	0.765312	1.08434	1.71148	0.155815	0.136485	0.179813	0.049425	0.351609	0.126853	0.05298375	0.2050275
24	0	-232.5365	-236.0696	3.533109	54.44159	2.679226	0.0113835	0.280287	0.0161531	0.0662011	0.0593708	0.199421	0.0872399	0.140047	0.127339	0.11567	0.0940023	0.00938525	0.385352	0.168079	0.1230357	0.006144679	0.0332825	0.0132018	0.109386	0.266176	0.0190554	0.00545673	0.00619539	0.00131479	0.317199	0.0922204	0.0561988	0.0136514	0.0482935	0.00941167	0.00895625	0.04984275	54.44159	0.362816	0.712064	1.0804	1.84472	0.239468	0.0974456	0.171384	0.0677005	0.26305	0.160952	0.05598743	0.890249
25	0	-232.621	-236.3498	3.728755	88.50915	2.362994	0.0725483	0.191108	0.0622406	0.139183	0.071664	0.0201172	0.344157	0.136004	0.00781727	0.406806	0.00277158	0.158041	0.0324625	0.0725121	0.1598178	-0.003336871	0.023762	0.0309468	0.239149	0.0595669	0.0394793	0.0116934	0.00504727	0.0288073	0.213787	0.0924164	0.0378174	0.0115853	0.167071	0.0198659	0.0190055	0.01968363	88.50915	0.33307	0.688787	1.07689	1.90125	0.115697	0.163088	0.270078	0.0270084	0.273581	0.150549	0.01634676	1.20413
26	0	-232.8065	-235.7031	2.896618	53.78064	1.583007	0.0427459	0.0225144	0.014267	0.121892	0.241223	0.0904316	0.053342	0.153826	0.00729025	0.398563	0.311741	0.474191	0.0157117	0.10702	0.2558119	0.03697455	0.00736416	0.110592	0.0522443	0.0855521	0.0611046	0.00883389	0.0157543	0.015824	0.22881	0.233632	0.0138863	0.0049283	0.119114	0.029488	0.0128708	0.009968866	53.78064	0.237865	0.601814	1.05495	2.10537	0.143717	0.144629	0.218319	0.0974694	0.311468	0.084397	0.04694342	0.2123592
27	0	-238.7098	-239.9638	1.253966	43.032	1.119696	0.343339	0.0846739	0.163947	0.130858	0.0530697	0.00996501	0.0127975	0.0722476	0.342307	0.40094	0.332685	0.000561372	0.364402	0.411488	0.2014341	0.008096606	0.0274895	0.108949	0.0860576	0.0871397	0.0624049	0.0197288	0.0047534	0.00338551	0.217251	0.0245086	0.0344956	0.0205627	0.137694	0.0599192	0.105661	0.006568511	43.032	0.160199	0.509993	1.01731	2.3125	0.095094	0.0849071	0.246069	0.0791958	0.399337	0.0953967	0.01466512	0.4479004
28	0	-214.4794	-236.0065	21.52714	118.4174	2.755055	0.015933	0.000279818	0.033591	0.100196	0.0587102	0.00684574	0.00387915	0.0276678	0.0084741	0.0351118	0.0605691	0.0353104	0.0300039	0.0380494	0.04393393	0.00918724	0.00357543	0.0117847	0.0798285	0.1943	0.113702	0.00297851	0.00694672	0.00374164	0.150851	0.000158162	0.163135	0.00959103	0.22499	0.0207761	0.0136403	0.0003083412	118.4174	0.369378	0.716996	1.08101	1.83262	0.164057	0.225495	0.212742	0.0453752	0.270835	0.0814959	0.009495581	0.03247207
29	0	-241.4125	-238.1759	-3.236634	224.1851	4.233562	0.0772652	0.0195566	0.0037515	0.104185	0.170607	0.0782708	0.0179903	0.626066	0.433261	0.0841013	0.209362	0.012918	0.0442723	0.0136629	0.1043677	0.01071976	0.00771831	0.124861	0.207088	0.0699307	0.0786553	0.00933728	0.0021395	0.0148959	0.108675	0.0972788	0.0157505	0.00222352	0.20514	0.0194116	0.0368932	0.001385074	224.1851	0.46675	0.782917	1.0843	1.66603	0.206034	0.156454	0.211824	0.0720621	0.209362	0.144264	0.01210483	0.1144232
30	0	-212.5827	-232.1178	19.53508	211.4983	4.803815	0.0677958	0.00432506	0.00915351	0.0418689	0.0607427	0.0231511	0.00748085	0.0171572	0.00138086	0.042344	0.0329912	0.0292709	0.0249096	0.0232419	0.03334521	0.006424356	0.0237595	0.00054646	0.0707151	0.121002	0.116379	0.00344731	0.0320047	0.0189544	0.199465	0.063076	0.0863997	0.0050128	0.227666	0.0213137	0.0102581	0.003148183	211.4983	0.49372	0.799103	1.08363	1.62355	0.139656	0.129939	0.296984	0.0775896	0.253851	0.101981	0.009572538	0.3288765
31	0	-244.2118	-233.5058	-10.70604	17.03169	1.869908	0.00204999	1.0152	0.408335	0.0945983	1.00798	0.551678	1.045	0.446929	0.0306108	0.17899	1.53785	0.422362	0.387852	0.839533	0.4682121	0.03581578	0.0387861	0.115784	0.0833653	0.18349	0.0552003	0.000579365	0.0174562	0.00654832	0.145486	0.00850789	0.0100491	0.0262286	0.157137	0.118507	0.0328745	0.02709669	17.03169	0.277235	0.640426	1.06637	2.01597	0.104915	0.127434	0.281461	0.08449	0.341138	0.0605625	0.06291247	0.4307046
32	0	-226.3021	-229.4544	3.15232	252.3923	3.602042	0.124063	0.0248848	0.0271301	0.0212991	0.0181319	0.0797055	0.0833334	0.0878315	0.215278	0.0389407	0.143795	0.250238	0.180373	0.00318953	0.06824302	-0.002459749	0.011507	0.0760433	0.000244146	0.129843	0.0407867	0.00603174	0.0211721	0.00063403	0.0795618	0.00672432	0.23567	0.0403305	0.305924	0.036689	0.00883886	0.02209424	252.3923	0.431068	0.760216	1.08422	1.7245	0.234405	0.159611	0.186376	0.0512678	0.221354	0.146985	0.01963449	1.125277
33	0	-251.4738	-236.9067	-14.56713	19.96293	2.304596	0.515135	0.233381	0.0196411	2.06483	0.0209692	0.534479	0.438112	0.0871102	0.36936	0.921853	0.450424	1.6752	0.140594	0.929023	0.5761057	0.1300185	0.000770263	0.0214914	0.0185498	0.307532	0.139208	0.0043365	0.0364921	0.00138148	0.171143	0.0898375	0.0775981	0.0283287	0.0452522	0.0152921	0.0427872	0.05273919	19.96293	0.327112	0.683933	1.07603	1.91293	0.146009	0.175815	0.181259	0.0568071	0.373635	0.0664753	0.1827577	0.2885745
34	0	-218.9355	-236.248	17.31241	230.5484	1.895696	0.0353828	0.012901	0.00528106	0.0206639	0.00482269	0.0427998	0.0780055	0.0676186	0.000930789	0.0566428	0.0989636	0.065093	0.0312291	0.0324807	0.04806059	0.001249082	0.00231648	0.0269001	0.157933	0.137097	0.0260075	0.0048249	0.0134741	0.0081575	0.0871923	0.159511	0.0959969	0.026167	0.125594	0.0228179	0.10601	0.008895809	230.5484	0.280498	0.643443	1.06715	2.00891	0.151473	0.160181	0.172837	0.0578533	0.385666	0.0719896	0.01014489	0.8768757
35	0	-232.7893	-231.0903	-1.698982	128.0074	4.904141	0.318494	0.280872	0.115549	0.13682	0.163226	0.0441122	0.034055	0.384218	0.0106456	0.0151412	0.0929888	0.233038	0.0919405	0.0943982	0.1395321	-0.01881357	0.0266073	0.000123289	0.00475973	0.175093	0.111553	0.00540563	0.0132604	0.00105537	0.161856	0.177362	0.0721637	0.000238935	0.113253	0.131517	0.00575089	0.08719377	128.0074	0.498047	0.801627	1.08347	1.61686	0.11014	0.114491	0.260225	0.0764487	0.345394	0.0933018	0.0683802	1.275132
36	0	-233.3976	-233.5278	0.1301853	38.54811	4.433994	0.154023	0.151194	0.00112872	0.130801	0.00532416	0.00482848	0.107702	0.184108	0.283022	0.384405	0.142909	0.627948	0.210944	0.0708206	0.1422788	0.02499926	0.0226212	0.176426	0.0274515	0.145209	0.0734316	0.00406266	0.0416803	0.0166303	0.196433	0.0461572	0.0396289	0.000186803	0.169719	0.0391278	0.00123462	0.04813391	38.54811	0.476723	0.788996	1.08412	1.65016	0.107102	0.241069	0.166212	0.0456972	0.250486	0.189434	0.07313317	0.6581679
37	0	-233.5639	-235.0086	1.444677	470.7146	0.8348961	0.0312023	0.032654	0.0147864	0.31957	0.0288876	0.0675535	0.0433306	0.216496	0.0243444	0.0915589	0.0370401	0.00825132	0.367846	0.147436	0.1074355	0.003086505	0.012172	0.0768161	0.0405773	0.319541	0.052892	0.0194096	0.041877	0.00417145	0.101377	0.0113778	0.0125028	0.05039	0.186746	0.0698427	0.000306808	0.009709969	470.7146	0.10296	0.420813	0.966174	2.51005	0.167212	0.15759	0.196725	0.0758355	0.276823	0.125815	0.01279647	0.7588003
38	0	-230.0133	-228.3696	-1.64375	53.52598	4.689337	0.148896	0.145532	0.119773	0.197386	0.0218534	0.0181812	0.157256	0.127249	0.134137	0.165638	0.514664	0.0374257	0.214125	0.654005	0.2004434	0.03602661	0.002799	0.22046	0.142163	0.282609	0.0324256	0.00436812	0.00665765	0.00250343	0.0636062	0.0660245	0.102731	0.0142061	0.0359615	0.0196165	0.00386908	0.006331838	53.52598	0.48864	0.796115	1.0838	1.63145	0.115283	0.220338	0.218938	0.0711169	0.270095	0.10423	0.04235845	0.1494823
39	0	-227.7574	-227.3912	-0.3661648	78.10761	3.821419	0.274466	0.0508589	0.0399975	0.220098	0.0151344	0.00647489	0.0515339	0.384367	0.367999	0.1399	0.346526	0.127619	0.102058	0.228087	0.1433677	-0.0003686061	0.00686498	0.0283318	0.047649	0.18325	0.0624268	0.00530596	0.0106204	0.00545361	0.247924	0.0974814	0.0748064	0.0194552	0.165456	0.0139667	0.0310073	0.02958566	78.10761	0.444275	0.768798	1.08438	1.70254	0.137883	0.221998	0.205584	0.0429563	0.261312	0.130266	0.02921706	1.012616
40	0	-225.7107	-234.6767	8.965964	132.2668	4.844871	0.0832361	0.0692114	0.217094	0.0390744	0.00190735	0.295016	0.0341408	0.0283675	0.0704708	0.000863629	0.00991659	0.144874	0.0479928	0.0322181	0.09220887	0.006773976	0.0209126	0.0844662	0.0740992	0.156682	0.0367243	0.00286488	0.000986085	0.0138474	0.15556	0.0580026	0.100391	0.0479628	0.129326	0.0813115	0.0368643	0.007703853	132.2668	0.495504	0.800146	1.08356	1.62079	0.119477	0.0990755	0.236193	0.117374	0.315081	0.112799	0.01447783	0.5321138
41	0	-236.8778	-238.0203	1.142483	88.42526	2.094355	0.0769661	0.00425643	0.23591	0.104508	0.0910484	0.00470155	0.0322086	0.0570754	0.125229	0.326377	0.450903	0.184171	0.047264	0.0503981	0.2310284	0.02759487	0.00284827	0.358572	0.0500822	0.0487935	0.0500439	0.00579949	0.00270059	0.00108112	0.198119	0.0679002	0.0671617	0.021829	0.107485	0.00995378	0.00763079	0.002549431	88.42526	0.304284	0.664686	1.07218	1.95885	0.121469	0.248675	0.152033	0.0856287	0.209031	0.183163	0.0301443	0.08457425
42	0	-241.4434	-229.1102	-12.3332	22.07651	3.009783	1.15949	0.233053	0.0802933	0.725832	0.0647019	0.140985	0.256969	1.0565	0.802442	0.902204	0.474637	0.0619013	0.893878	0.806363	0.4215951	0.031666	0.000538254	0.0970288	0.144825	0.13475	0.00780573	9.47962e-05	0.0123912	0.00411327	0.124285	0.106111	0.294065	0.0139432	0.0228441	0.0179451	0.0192597	0.03565067	22.07651	0.390017	0.732068	1.08256	1.79535	0.192971	0.16069	0.167911	0.0511659	0.280231	0.147031	0.06731667	0.5295964
43	0	-228.2419	-240.7366	12.49466	379.1148	0.9111126	0.0259262	0.0984306	0.0597373	0.0168163	0.0692245	0.0471499	0.00341768	0.0163213	0.0355532	0.050915	0.0731062	0.125876	0.0275473	0.0439192	0.06607391	0.00392074	0.00187457	0.0290619	0.0526233	0.212555	0.0522797	0.000604583	0.024174	0.00602751	0.348328	0.066886	0.0252186	0.0170464	0.0503416	0.0653399	0.0476388	0.00357399	379.1148	0.118895	0.448302	0.983555	2.44925	0.15554	0.0988064	0.236202	0.104274	0.264608	0.140569	0.00749473	0.476867
44	0	-234.4556	-228.7016	-5.753913	256.0792	4.821033	0.307242	0.0838441	0.0237306	0.106038	0.117384	0.0582839	0.234137	0.170757	0.130585	0.439893	0.153153	0.0383804	0.154175	0.0500713	0.1139329	0.002196464	0.00351622	0.0198744	0.11293	0.182131	0.139448	0.00529301	0.0126493	0.00485471	0.229241	0.00671338	0.110901	0.01173	0.101508	0.0448025	0.0144079	0.06277909	256.0792	0.49447	0.799542	1.0836	1.62239	0.14294	0.117547	0.197386	0.0763386	0.364428	0.10136	0.06497555	0.9661955
45	0	-232.8947	-230.6343	-2.260367	59.11979	4.335765	0.0187598	0.360912	0.0646491	0.304493	0.31523	0.379548	0.218997	0.0635096	0.374449	0.229354	0.0416923	0.417329	0.017212	0.0109073	0.1503116	0.01819125	0.00102767	0.0225527	0.0840993	0.239014	0.00899002	0.00993862	0.0299314	0.000296904	0.244198	0.00064152	0.0170039	0.0270294	0.133392	0.0828906	0.0989933	0.001877393	59.11979	0.471907	0.786075	1.08422	1.6578	0.134371	0.1019	0.353276	0.065339	0.278603	0.0665101	0.02006864	0.09354859
46	0	-234.1834	-230.2646	-3.918801	43.37515	2.749198	0.0992229	0.0848433	0.101752	0.0781313	0.131668	0.109189	0.0757985	0.169206	0.219869	0.202114	1.44113	0.608551	0.318771	0.0354456	0.1730861	0.02049225	0.00305579	0.193937	0.182454	0.119736	0.0157726	0.0119691	0.0266794	0.00353376	0.0807305	0.0376526	0.17808	0.00964214	0.0534238	0.0813107	0.00202266	0.00104042	43.37515	0.368878	0.716623	1.08096	1.83354	0.135716	0.171263	0.195419	0.0752991	0.281867	0.140435	0.02153267	0.04831821
