Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-215.6532	-225.8117	10.15853	16.38139	2.016174	0.21687	0.0765224	0.26724	0.237539	0.0827361	0.305899	0.101595	0.152686	0.111349	0.24556	0.00996733	0.210458	0.14583	0.00106544	0.1150786	0.09896795	0.0163727	0.0539777	0.0371886	0.206924	0.0142288	0.00189241	0.0411543	0.00592248	0.0922031	0.0241963	0.317731	0.0312401	0.0607879	0.0919856	0.00419549	0.04349704	16.38139	0.295198	0.656723	1.07039	1.97769	0.128544	0.261807	0.139777	0.0855338	0.247341	0.136997	0.142465	0.3053174
1100	-197.7966	-221.3473	23.55068	33.05939	3.234574	0.0453223	0.0457277	0.000774191	0.0655208	0.0690974	0.0321813	0.0493723	0.0697714	0.0578107	0.0600085	0.0291853	0.0194714	0.032143	0.0232672	0.0629506	0.04320469	0.00153858	0.122425	0.078114	0.354189	0.0302992	0.00246954	0.0232181	0.00829577	0.210648	0.0239923	0.0292817	0.0161213	0.0204648	0.0683396	0.0106028	0.02218165	33.05939	0.406632	0.743741	1.08345	1.76617	0.0959492	0.200744	0.314179	0.0618746	0.253994	0.0732593	0.06538634	0.3392398
1200	-204.3372	-224.3416	20.00433	33.07454	1.818853	0.0389701	0.111384	0.0240616	0.0352947	0.0946775	0.0538564	0.128	0.0576412	0.0788504	0.0825904	0.00182179	0.0278798	0.0694823	0.0305848	0.102091	0.0147545	0.00658026	0.110551	0.163349	0.168557	0.0114009	0.00974548	0.0571608	0.00711728	0.134477	0.0588948	0.172905	0.00103865	0.0118192	0.0428933	0.04351	0.04263265	33.07454	0.270648	0.634256	1.06472	2.03038	0.147488	0.118938	0.230298	0.0565417	0.310862	0.135872	0.05738715	0.7428955
1300	-210.6819	-220.1126	9.430702	16.21425	1.668732	0.749839	0.146865	0.000450069	0.0292986	0.0385408	0.06431	0.00702015	0.0954384	0.213757	0.307474	0.166276	0.0371067	0.18403	0.191279	0.09085987	0.08355852	0.0153906	0.250243	0.00389719	0.339872	0.0175159	2.2302e-05	0.0349074	0.0124512	0.139779	0.030516	0.0742196	0.0081632	0.0549951	4.46711e-05	0.0179829	0.00595433	16.21425	0.250251	0.614428	1.05897	2.07636	0.166142	0.141542	0.216222	0.100238	0.301391	0.0744642	0.08951285	0.06651928
1400	-194.9415	-219.3799	24.43838	38.13672	3.216946	0.00325248	0.0754192	0.00821603	0.0241167	0.0173825	0.0202896	0.0213462	0.0156892	0.0303943	0.026847	0.0214886	0.206812	0.0204008	0.0270856	0.03313252	0.0719763	0.0388432	0.108101	0.254068	0.125865	0.00427033	0.00297478	0.0701785	0.000349646	0.199498	0.0487438	0.0876703	0.00803654	0.0397138	0.00618782	0.00549889	0.01020797	38.13672	0.405379	0.742874	1.0834	1.76835	0.139961	0.130231	0.224916	0.0340909	0.389966	0.0808346	0.08218427	0.1242083
1500	-222.3058	-224.4989	2.193074	7.104194	5.406958	0.0911879	0.0128543	0.129308	0.115816	0.676479	0.302224	0.297125	0.220295	0.42389	0.0576658	0.587529	0.027602	0.18781	0.0581421	0.1473906	0.1281476	0.00278383	0.151612	0.134002	0.0909993	0.0135403	0.00795817	0.0673813	0.00152807	0.0607451	0.0834239	0.151138	0.00697607	0.138167	0.0878549	0.00189006	0.0661656	7.104194	0.518149	0.813101	1.08253	1.58622	0.112144	0.191562	0.2063	0.0716587	0.265234	0.1531	0.1943132	0.3405101
1600	-201.228	-231.2405	30.01245	40.95787	1.713705	0.0516404	0.00484195	0.00685791	0.00574809	0.0127721	0.0138017	0.00988875	0.000772597	0.0517103	0.0332327	0.0036306	0.00797327	0.0346637	0.057417	0.02244743	-0.008478414	0.00862104	0.0440704	0.0256064	0.164841	0.0224785	0.0164148	0.0277207	0.00278005	0.107147	0.239684	0.14923	0.0327685	0.0927315	0.032675	0.0332314	0.02123916	40.95787	0.256529	0.620652	1.06085	2.06197	0.215371	0.27658	0.166929	0.0461081	0.215512	0.0795006	0.01276075	1.664413
1700	-177.058	-213.7717	36.71368	144.5979	3.084149	0.00474833	0.00652787	0.000266234	0.00103471	0.00336234	0.00271701	0.0192383	0.0269182	0.0223538	0.00111094	0.0059498	0.0137629	0.0190875	0.00318246	0.008483962	0.002254695	0.00496293	0.0664012	0.0541572	0.252556	0.00958159	0.000982697	0.0392029	0.00285677	0.209365	0.127228	0.121302	2.03897e-05	0.0669367	0.0395051	0.00494076	0.005933046	144.5979	0.395669	0.736083	1.0829	1.78535	0.140875	0.19233	0.185362	0.0699298	0.250668	0.160836	0.008187742	0.7246255
1800	-191.9159	-221.2523	29.33645	68.84686	2.542975	0.026287	0.0132967	0.0188597	0.0229062	0.00565926	0.000847202	0.0534059	0.0247864	0.0128813	0.0102805	0.0455858	0.0268762	0.0366475	0.00263659	0.03482212	0.006693618	0.000120578	0.132637	0.0346813	0.0789075	0.0182057	0.00258814	0.0487532	0.0126321	0.189204	0.0216251	0.185357	0.0220727	0.186833	0.0470921	0.0192898	0.01362907	68.84686	0.350494	0.702609	1.0791	1.8678	0.165682	0.216522	0.258595	0.073122	0.180622	0.105457	0.02032269	0.6706332
1900	-191.4502	-221.0979	29.64772	65.028	2.676596	0.0225604	0.0387198	0.0147134	0.041054	0.00916254	0.0541497	0.0485798	0.00557542	0.0130707	0.000674811	0.0631125	0.00101766	0.0267393	0.00302143	0.02617356	0.01374729	0.0135861	0.144541	0.137038	0.267271	0.0194421	0.00566452	0.0249717	0.00271374	0.168719	0.00927386	0.111571	0.0202921	0.0456464	0.010469	0.0188017	0.01049754	65.028	0.362585	0.711889	1.08038	1.84515	0.102157	0.219674	0.301689	0.0740388	0.23095	0.0714906	0.02424483	0.4329804
2000	-191.8463	-224.3689	32.52267	73.63186	5.421437	0.00381388	0.00428511	0.0021152	0.00435841	0.0207825	0.0386094	0.0487871	0.00287717	0.0183629	0.015639	0.00976136	0.0188413	0.00741008	0.00593952	0.01089468	0.01268419	0.0347164	0.0997965	0.0366223	0.106336	0.0275438	0.000382569	0.117717	0.0100192	0.147416	0.0525884	0.258523	0.017361	0.059828	0.016324	0.0148261	0.0003828001	73.63186	0.518692	0.813405	1.0825	1.5854	0.112766	0.216941	0.233791	0.0880633	0.263167	0.0852716	0.01306699	0.02929519
2100	-197.5875	-225.7924	28.20491	169.4864	1.498039	0.0452495	0.035211	0.00287831	0.0465883	0.00811386	0.00311503	0.0143291	0.00735391	0.000929936	0.0130788	0.0032483	0.0343136	0.0167207	0.00611045	0.0247216	0.003090942	0.00534131	0.0324796	0.125959	0.0890816	0.0819575	0.00113462	0.0255212	0.0107018	0.242416	0.00842678	0.290694	0.0021523	0.0479549	0.0351516	0.00102807	0.003709981	169.4864	0.225019	0.58823	1.05031	2.13644	0.238426	0.152732	0.196647	0.069814	0.253802	0.0885785	0.006800923	0.5455114
2200	-204.4489	-223.4109	18.96198	36.43139	1.70267	0.0187727	0.0354453	0.00552346	0.0258284	0.0923274	0.193498	0.101016	0.0762626	0.00743395	0.00830478	0.0517585	0.0124589	0.13525	0.0899823	0.06658571	0.01724142	0.00153642	0.0923249	0.0234532	0.174613	0.0713801	0.00556817	0.00921451	0.0075293	0.101253	0.31041	0.119479	0.0112095	0.0505331	0.00952105	0.0119754	0.02641524	36.43139	0.255002	0.619148	1.0604	2.06545	0.162049	0.173273	0.17653	0.0262709	0.321475	0.140402	0.04365666	0.6050678
2300	-200.8825	-228.1478	27.26529	254.5578	2.070224	0.00441825	0.037008	0.00289092	0.00140941	0.0058935	0.0204347	0.00552987	0.0544297	0.0259013	0.00523216	0.0122867	0.0239379	0.0323989	0.000285591	0.01753018	0.0006504232	0.00853135	0.115806	0.0148162	0.328063	0.0550634	0.0109026	0.00710359	0.00459317	0.210308	0.0348854	0.0245334	0.018268	0.00444927	0.161843	0.000833624	0.00340991	254.5578	0.301516	0.662279	1.07165	1.96455	0.13739	0.125911	0.304856	0.0641009	0.221796	0.145946	0.004060334	0.8398104
2400	-194.8815	-221.0213	26.13973	25.40648	3.115606	0.0150782	0.0174609	0.115873	0.0334687	0.042314	0.039904	0.0565384	0.0349644	0.0426067	0.0379773	0.00929422	0.0238612	0.0431723	0.0233326	0.03882864	0.009195065	0.00239191	0.189067	0.0423388	0.0509985	0.00598417	0.00353097	0.0719969	0.000880091	0.355915	0.0559667	0.111536	0.00945451	0.071672	0.00792864	0.0203389	0.03584009	25.40648	0.398012	0.737734	1.08303	1.78122	0.138745	0.170812	0.302127	0.0829693	0.220086	0.0852619	0.04503516	0.7958247
2500	-194.2607	-225.6809	31.42023	53.37874	2.406652	0.00568013	0.0640621	0.0104987	0.0265948	0.00956708	0.0341439	0.0122762	0.01231	0.0517365	0.0180326	0.00364618	0.00484356	0.0306927	0.0192119	0.01631333	0.01222307	0.00780585	0.0525524	0.0988967	0.24563	0.0146507	0.0299363	0.0252504	0.0214288	0.101559	0.0172887	0.284666	0.00109433	0.0447963	0.0165456	0.0378989	0.002655229	53.37874	0.337424	0.692293	1.07749	1.8928	0.171717	0.1103	0.245682	0.0657487	0.296889	0.109662	0.0148783	0.1784632
2600	-203.3785	-221.4616	18.08314	41.06612	4.902669	0.0171311	0.032426	0.0555474	0.00906963	0.00563903	0.185958	0.0762686	0.0385629	0.0571978	0.0176741	0.00532961	0.059804	0.0407155	0.0889517	0.05876594	0.04597009	0.0105503	0.459804	0.0537649	0.00406881	0.00616068	0.00131165	0.023021	0.0115765	0.0566308	0.0649833	0.228408	0.00407192	0.0461548	0.00447037	0.0250223	0.0006072336	41.06612	0.497984	0.80159	1.08347	1.61696	0.151539	0.217564	0.178483	0.0477235	0.292521	0.112169	0.04657732	0.01303711
2700	-203.1199	-221.7346	18.61471	21.65814	2.652157	0.111627	0.0689623	0.184947	0.00186315	0.0529623	0.150598	0.049244	0.0152111	0.0254069	0.0497973	0.0953553	0.072291	0.0135109	0.00945011	0.06644682	-0.02349932	0.0070339	0.155582	0.130659	0.223066	0.00340075	0.00617431	0.0171012	0.00682202	0.110963	0.0148852	0.142709	0.0129281	0.138241	0.0100681	0.0203678	0.1565942	21.65814	0.360424	0.710248	1.08016	1.84917	0.142104	0.179538	0.216092	0.0678884	0.222534	0.171843	0.1330949	1.176561
2800	-198.5173	-217.5275	19.01024	40.38847	2.813101	0.0718929	0.103317	0.0437209	0.00218314	0.114568	0.00191943	0.0414659	0.03998	0.0906158	0.0848517	0.0195123	0.10001	0.0533436	0.0406443	0.08224403	0.02588492	0.0028866	0.0163117	0.0608414	0.387128	0.0635602	0.00393513	0.0363073	0.00119034	0.114436	0.0662685	0.129642	0.000255667	0.100405	0.0144865	0.00234558	0.01756491	40.38847	0.374266	0.720625	1.08142	1.82369	0.164154	0.173765	0.219117	0.0416963	0.319198	0.0820699	0.04344982	0.4042572
2900	-207.3381	-220.8215	13.48349	31.31116	3.107171	0.0303597	0.0288079	0.0778063	0.0268373	0.031706	0.00828514	0.180951	0.0636375	0.0815344	0.143361	0.00509365	0.0932145	0.338226	0.0596545	0.0833565	0.008033722	0.00655833	0.177503	0.146497	0.177644	0.00143242	0.00470542	0.0961489	0.00762679	0.11134	0.0876146	0.067213	0.0302153	0.0440704	0.03744	0.00399055	0.07224191	31.31116	0.397387	0.737294	1.083	1.78232	0.12945	0.146886	0.239148	0.050905	0.319307	0.114304	0.08027564	0.8999233
3000	-187.4098	-220.1715	32.76169	120.4781	3.920695	0.000464664	0.00628151	0.00581209	0.0125524	0.00331693	0.0360784	0.0218478	0.00268395	0.000724366	0.0165534	0.0120142	0.00169723	0.00861001	0.0150456	0.01341472	0.008027964	0.00721868	0.0376356	0.118243	0.265881	0.0273754	0.000423374	0.032343	0.0100068	0.156542	0.048569	0.119708	0.0210668	0.127546	0.0168116	0.0106291	0.02616999	120.4781	0.449952	0.772421	1.08441	1.69322	0.113465	0.141842	0.234644	0.124203	0.316783	0.0690626	0.03419795	0.7652502
3100	-212.6988	-220.4583	7.759556	23.17567	4.263309	0.0513723	0.0201765	0.189785	0.122297	0.163882	0.476122	0.170586	0.0926939	0.0547285	0.135897	0.00528572	0.198713	0.0140692	0.287005	0.102377	0.08145917	0.000596635	0.0683219	0.157395	0.183404	0.0119246	0.00174502	0.092869	0.00143541	0.207334	0.00871969	0.161569	0.0287038	0.0454809	0.004759	0.0257427	0.01728641	23.17567	0.468267	0.783849	1.08428	1.66361	0.200204	0.162286	0.214774	0.0725675	0.274487	0.0756813	0.09874557	0.1750601
3200	-205.2634	-221.3591	16.0957	15.43698	3.771534	0.00961783	0.014209	0.0416369	0.0552052	0.00189418	0.113392	0.128112	0.144412	0.1968	0.103163	0.0411407	0.0829499	0.27782	0.104397	0.08325174	0.07593907	0.00414103	0.103717	0.0252887	0.210852	0.0143806	0.0139776	0.0086764	0.00268459	0.151524	0.177072	0.0816302	0.0271814	0.137367	0.0327671	0.00873986	0.004417622	15.43698	0.441354	0.766919	1.08436	1.70737	0.202383	0.20596	0.202533	0.0491087	0.234404	0.105611	0.08035669	0.05497516
3300	-209.9039	-223.5007	13.59683	45.94083	1.155828	0.0489635	0.00312792	0.0231774	0.0271446	0.355999	0.0247037	0.0657984	0.00561565	0.00301757	0.0483657	0.24906	0.0973466	0.0727437	0.160062	0.07881142	0.009057144	0.00141149	0.0460868	0.161363	0.17218	0.00748278	0.00350765	0.0490059	0.00493101	0.195129	0.00379333	0.152948	0.0159979	0.135649	0.00792406	0.0425903	0.006534935	45.94083	0.166957	0.519054	1.02168	2.2923	0.130952	0.210577	0.289229	0.0452096	0.259508	0.0645245	0.01559208	0.4191189
3400	-194.5073	-221.7058	27.19849	142.4951	1.649941	0.0139221	0.109303	0.0118763	0.00418028	0.00279547	0.0155651	0.0248141	0.0147614	0.0289419	0.0221634	0.0211807	0.0335396	0.00246821	0.00140068	0.03741292	0.008704887	0.0045542	0.022526	0.0773374	0.170382	0.00366295	0.00502924	0.0610471	0.00382178	0.2671	0.190757	0.137716	0.00084721	0.0218455	0.0293415	0.00403189	0.0004304101	142.4951	0.247584	0.61175	1.05814	2.08253	0.187384	0.193267	0.220704	0.0687019	0.209681	0.120263	0.009135297	0.04711507
3500	-207.5093	-227.3599	19.85065	168.0691	1.131465	0.00473137	0.0154345	0.142369	0.0947503	0.105978	0.0273496	0.073725	0.00297697	0.0520485	0.0161961	0.0310483	0.00681641	0.0349343	0.00754855	0.04519484	0.01309353	0.00269889	0.111976	0.0617249	0.167038	0.0493113	0.00112075	0.0135822	0.00263433	0.316529	0.0645445	0.0595613	0.0901329	0.0246734	0.0331754	0.00129719	0.00281306	168.0691	0.162413	0.512989	1.01877	2.30582	0.107547	0.191641	0.173822	0.0689691	0.396039	0.061982	0.01590659	0.1768487
3600	-200.5124	-218.0748	17.56243	25.23806	3.306728	0.0118644	0.0959919	0.0344034	0.0583529	0.20473	0.0613336	0.0588874	0.0727157	0.100853	0.154972	0.225424	0.013977	0.0419947	0.0690854	0.06711604	0.03287675	0.0111208	0.0828124	0.092961	0.111765	0.0211431	0.00378143	0.0633185	0.0022148	0.235039	0.159282	0.148994	0.00324163	0.0189212	0.0234718	0.0219331	0.02022209	25.23806	0.411682	0.747211	1.08366	1.75745	0.171491	0.159191	0.187668	0.0743796	0.307462	0.0998084	0.05309884	0.3808386
3700	-188.5018	-216.5894	28.08769	63.27495	2.769917	0.0136551	0.0353827	0.00521615	0.00402338	0.0108108	0.0313814	0.0590163	0.0116818	0.0466252	0.00807806	0.0190527	0.00407391	0.0438076	0.0581196	0.0243226	0.008727878	0.0129395	0.0144246	0.338211	0.124068	0.00940062	0.00106456	0.0396782	0.000877828	0.106105	0.10014	0.0646483	0.00187719	0.144711	0.0279832	0.0138711	0.02594904	63.27495	0.37064	0.717937	1.08112	1.83031	0.119607	0.243364	0.213495	0.036428	0.292037	0.0950693	0.03467692	0.7483087
3800	-181.8131	-217.4053	35.59213	129.2027	3.227124	0.00642702	0.0166594	0.00484051	0.0139619	0.0056624	0.0174812	0.00813787	0.0091811	0.00274559	0.0149141	0.0160491	0.0116056	0.00897686	0.0162321	0.01137808	0.005504247	0.0122239	0.257247	0.0663073	0.114802	0.0169818	0.00252296	0.0309702	0.00652502	0.224869	0.0342607	0.151966	0.00950746	0.0431147	0.0190588	0.00964213	0.004161521	129.2027	0.406104	0.743375	1.08343	1.76709	0.165804	0.15931	0.22057	0.080616	0.230668	0.14303	0.009665768	0.4305422
3900	-208.612	-227.9674	19.35537	46.4749	2.260785	0.0130051	0.0778482	0.0288531	0.130885	0.00605871	0.0518519	0.0632237	0.00756084	0.0159867	0.0428358	0.0835624	0.0250664	0.0185625	0.0886049	0.06263759	0.01405284	0.00381932	0.2285	0.0937218	0.0534375	0.00785664	0.00909302	0.0335815	0.0120678	0.214826	0.101185	0.1808	0.000764641	0.00742489	0.0475876	0.00533405	0.06360812	46.4749	0.322537	0.680159	1.07533	1.92198	0.0760618	0.153269	0.240461	0.0447315	0.282405	0.203072	0.07766096	0.8190489
4000	-202.0566	-219.9466	17.88993	22.73621	3.249569	0.0396663	0.0189027	0.0172299	0.0804064	0.0562412	0.144394	0.223245	0.11587	0.0653673	0.0162279	0.122467	0.00225243	0.039814	0.00931969	0.09459715	0.1141638	0.0144867	0.00819226	0.179674	0.334231	0.0395861	0.00115823	0.0274177	0.00503583	0.20247	0.0702537	0.0933647	0.00878604	0.00753735	0.00578368	0.00202206	0.007749328	22.73621	0.407693	0.744472	1.0835	1.76434	0.0896881	0.213162	0.327996	0.0649315	0.202962	0.101261	0.1219132	0.06356432
4100	-203.533	-217.3372	13.80423	18.82668	2.687481	0.0331901	0.100504	0.0992827	0.0461271	0.0074646	0.0323095	0.327532	0.305736	0.179674	0.127241	0.199555	0.141625	0.0372057	0.0180826	0.1321627	0.09322754	0.00627521	0.108276	0.104586	0.117324	0.00724072	0.000503775	0.0670265	0.00556597	0.24443	0.0598649	0.119214	0.00232837	0.0820705	0.011442	0.0638524	0.003851491	18.82668	0.36354	0.712612	1.08047	1.84338	0.134256	0.156159	0.192444	0.0619407	0.327289	0.127911	0.09707903	0.03967377
4200	-200.1338	-221.4612	21.32737	26.14134	1.602808	0.249616	0.0344129	0.0306477	0.0434936	0.00870061	0.0465856	0.0329037	0.0217888	0.00522052	0.0107746	0.0263212	0.0487329	0.0105894	0.243245	0.06006258	0.0614155	0.00732388	0.0763847	0.201862	0.300866	0.0209017	0.00908017	0.00729031	0.00995672	0.114202	0.0305293	0.188509	0.00295452	0.0262379	0.000139082	0.0037619	0.0311025	26.14134	0.240776	0.60482	1.05593	2.09847	0.0864211	0.181922	0.191785	0.108373	0.23354	0.19796	0.092518	0.3361778
4300	-203.676	-222.2309	18.55489	10.51201	7.591005	0.0432203	0.0260902	0.00814503	0.00554638	0.0113112	0.0723194	0.0510775	0.00437839	0.0871632	0.0551781	0.225627	0.0734766	0.155444	0.00750634	0.06996104	0.1778527	0.00593476	0.150887	0.0215396	0.0989823	0.0284457	0.00657178	0.0288833	0.00898625	0.185321	0.201567	0.151677	0.00904824	0.0500496	0.0441156	0.00799089	0.05625487	10.51201	0.583571	0.847792	1.07758	1.49106	0.136397	0.116383	0.209603	0.0985482	0.315864	0.123205	0.2341075	0.240295
4400	-202.5979	-216.5828	13.98489	22.86462	2.972733	0.105533	0.200069	0.0967489	0.00510543	0.0201396	0.255249	0.0629395	0.167051	0.0105588	0.119102	0.0277471	0.00633813	0.0133828	0.0475661	0.07384289	0.094393	0.00561309	0.02202	9.97154e-06	0.2229	0.000901028	0.00135885	0.0822328	0.00421909	0.215221	0.0421957	0.191595	0.00119312	0.190895	0.00304387	0.0166009	0.06565833	22.86462	0.387141	0.730007	1.08238	1.80047	0.0879757	0.268112	0.206548	0.0537474	0.249302	0.134316	0.1600513	0.410233
4500	-209.6484	-220.522	10.87361	15.1043	2.227389	0.264098	0.117653	0.0747862	0.117818	0.186631	0.200829	0.128657	0.00972023	0.127833	0.0610052	0.00971422	0.22509	0.0526763	0.158027	0.09822095	0.1054461	0.00801939	0.103286	0.169007	0.283642	0.0075345	0.00179058	0.0166321	0.000252556	0.136943	0.145722	0.0527922	0.000582647	0.0676655	0.00598746	0.000143507	0.117934	15.1043	0.318987	0.677203	1.07476	1.92905	0.123069	0.133235	0.241779	0.049588	0.288575	0.163753	0.2233801	0.5279522
4600	-197.8966	-216.2506	18.35405	60.37166	4.085304	0.0185911	0.082728	0.0565327	0.0638644	0.0279677	0.132022	0.0245582	0.00510097	0.0334163	0.0737045	0.0225919	0.0546191	0.0106333	0.0368222	0.04434076	0.02207737	0.00765992	0.19613	0.168911	0.122219	0.010692	0.0118648	0.133742	0.00662815	0.184344	0.0536267	0.073998	0.000290708	0.011166	0.0102753	0.00845252	0.03303412	60.37166	0.458988	0.778108	1.08438	1.67853	0.161835	0.18987	0.226351	0.0415092	0.257013	0.123421	0.05511149	0.5994053
