Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-247.2963	-251.3216	4.025252	15.97924	4.897891	0.00325262	0.17968	0.15722	0.0600153	0.145132	0.449165	0.0576207	0.203971	0.810554	0.00663856	0.0623438	0.0424137	0.0192581	0.0843332	0.148518	0.182614	0.176863	0.07630267	0.0200644	0.0912995	0.0677379	0.0223367	0.0400367	0.00588646	0.132443	0.0296454	0.00766735	0.0638887	0.0210912	0.0705094	0.25654	0.00592955	0.164923	0.05191708	15.97924	0.497781	0.801472	1.08348	1.61727	0.263464	0.25287	0.108662	0.0490244	0.173708	0.152272	0.1282198	0.4049071
1100	-240.0604	-250.7692	10.70886	15.30386	1.303484	0.0575921	0.15731	0.00807624	0.037483	0.208715	0.0135254	0.0383052	0.343593	0.424753	0.00160754	0.0949227	0.045006	0.2038	0.081276	0.364399	0.230654	0.1342108	0.1002233	0.0810597	0.0636806	0.0593568	0.0197798	0.0444982	0.119515	0.0122681	0.0618048	0.017843	0.0328056	0.0241332	0.0122345	0.19905	0.17854	0.0734307	0.00410537	15.30386	0.193308	0.552205	1.03645	2.21804	0.23536	0.175463	0.0994189	0.0777017	0.26255	0.149506	0.1043287	0.03935035
1200	-240.4107	-250.12	9.70932	15.73986	2.680487	0.144071	0.240787	0.0519591	0.0204001	0.259418	0.151048	0.0383813	0.0397146	0.272079	0.0681644	0.0261915	0.0429009	0.135907	0.336401	0.0470574	0.0730109	0.1243865	0.05586707	0.00747329	0.143143	0.0803023	0.00304688	0.0103422	0.17051	0.14733	0.0715139	0.0387539	0.0234879	0.0296587	0.00254126	0.113513	0.0767046	0.0816796	0.01930329	15.73986	0.362927	0.712148	1.08041	1.84452	0.308323	0.19351	0.140611	0.0778694	0.144206	0.135481	0.07517036	0.2567939
1300	-244.4219	-244.9478	0.5258901	14.03952	3.401427	0.0525578	0.134326	0.177719	0.00116509	0.0336715	0.49508	0.0621701	0.0346075	0.389475	0.585472	0.0491287	0.183637	0.09846	0.482356	0.00485965	0.360812	0.2074232	0.1593147	0.00364845	0.147207	0.0900808	0.00190102	0.0876757	0.00710702	0.0174059	0.0172038	0.137941	0.00795935	0.190864	0.0630218	0.181708	0.000301212	0.0459752	0.0580883	14.03952	0.418116	0.751582	1.08389	1.74641	0.285951	0.247348	0.117568	0.081404	0.149497	0.118231	0.217403	0.2671918
1400	-263.5821	-254.6854	-8.896768	7.879957	0.9879029	0.194253	0.390612	0.0627847	0.733522	0.299361	0.536416	0.539853	0.0695866	0.419343	0.098268	0.368464	2.05394	0.62043	0.0693887	0.21141	0.230263	0.4036324	0.3523782	0.0232928	0.18991	0.0417808	0.053334	7.14919e-05	0.0239787	0.0177391	0.00279078	0.0342013	0.00625218	0.0638255	0.0387855	0.144005	0.289082	0.0709509	0.01767048	7.879957	0.134534	0.473085	0.997966	2.39441	0.307214	0.283206	0.119191	0.0785562	0.0926216	0.119211	0.3700487	0.04775179
1500	-240.1067	-256.5719	16.46521	45.94856	0.5143594	0.131964	0.0315035	0.143667	0.00288894	0.0994067	0.00207532	0.0572944	0.103508	0.0580327	0.0271536	0.00352789	0.00406933	0.000418614	0.0401264	0.00458109	0.194138	0.07721613	0.03896811	0.019105	0.0345948	0.0657042	0.084259	0.0142594	0.0284201	0.0284977	0.0721932	0.0580161	0.226786	0.208139	0.0732306	0.0433989	0.000511494	0.0428846	0.01734056	45.94856	0.0360791	0.261187	0.830442	2.87229	0.220835	0.356444	0.0723143	0.100681	0.10305	0.146675	0.05630868	0.3079555
1600	-251.9096	-249.7288	-2.180798	30.3106	2.401303	0.695098	0.0377092	0.619088	0.0144529	0.175773	0.0624536	0.246679	0.110828	0.0620581	0.0149243	0.307779	0.0165173	0.0235468	0.866013	0.177628	0.00408383	0.1988248	0.1078757	0.00911496	0.0212697	0.250476	0.0024813	0.0242141	0.0668526	0.0918956	0.0261694	0.0220051	0.137543	0.0145218	0.0244907	0.17732	0.0949014	0.0367437	0.01541069	30.3106	0.336895	0.691869	1.07741	1.89382	0.178836	0.266056	0.124937	0.0970596	0.223343	0.109768	0.1232864	0.1249991
1700	-230.4652	-252.2035	21.73833	20.87172	1.685962	0.0596024	0.0844353	0.11505	0.000806225	0.0502868	0.0320989	0.00587652	0.0592809	0.0433969	0.0693417	0.049412	0.0423384	0.0595286	0.107246	0.118268	0.0670445	0.05327237	0.06678469	0.0329213	0.0222137	0.0866043	0.00921856	0.0300024	0.0271054	0.00430196	0.141974	0.0540226	0.073839	0.0244998	0.0440989	0.33237	0.0327557	0.0840724	0.03094863	20.87172	0.252674	0.616843	1.0597	2.07078	0.257127	0.162622	0.175503	0.0486267	0.24179	0.114333	0.09773333	0.3166641
1800	-240.8299	-249.363	8.533106	11.23109	1.675544	0.255786	0.33976	0.166253	0.00120942	0.171451	0.101212	0.0869705	0.220299	0.455944	0.168358	0.0791437	0.0652633	0.00489524	0.178687	0.0503286	0.0854885	0.1476451	0.2339059	0.044484	0.0339971	0.124438	0.097073	0.031882	0.0046885	0.0912906	0.0308467	0.0706477	0.0780699	0.0250116	0.0261273	0.185531	0.0812548	0.0746577	0.01157487	11.23109	0.251212	0.615387	1.05926	2.07414	0.144905	0.224969	0.186277	0.112971	0.175889	0.154989	0.2454808	0.04715182
1900	-229.2031	-244.153	14.94987	18.54014	1.342715	0.0362057	0.0392941	0.0451561	0.0810848	0.0403091	0.00994008	0.0116455	0.0622902	0.08328	0.392951	0.150093	0.00172179	0.118725	0.279772	0.174061	0.0167821	0.1070796	0.04092389	0.0799547	0.184627	0.133414	0.0285933	0.0492074	0.158291	0.00731727	0.00800719	0.07343	0.00512831	0.068845	0.023603	0.151074	0.00989282	0.0186156	0.01833226	18.54014	0.199971	0.560095	1.03967	2.20026	0.189943	0.213336	0.13041	0.08359	0.243473	0.139248	0.05925615	0.3093731
2000	-227.6204	-250.8122	23.19177	65.61625	2.001514	0.0674694	0.0338131	0.0748543	0.00072691	0.00803507	0.00885058	0.00957187	0.00606826	0.0362065	0.160542	0.0870348	0.0469595	0.0060367	0.0209874	0.00880348	0.0115771	0.04042923	0.0348509	0.050973	0.10861	0.0664913	0.0335202	0.00349762	0.044038	0.000184821	0.0332067	0.0389742	0.131374	0.205105	0.0215944	0.0516905	0.118291	0.0924496	0.0002544521	65.61625	0.293455	0.655175	1.07003	1.98134	0.206609	0.216969	0.131045	0.0712692	0.235281	0.138827	0.03510535	0.007248242
2100	-247.9939	-253.8582	5.864349	21.13024	1.692454	0.234548	0.113244	0.198978	0.0350939	0.0525482	0.700254	0.0775512	0.0936473	0.182496	0.133188	0.0771205	0.0329769	0.116983	0.0947205	0.0845325	0.247459	0.1421169	0.01868269	0.0239987	0.308627	0.133784	0.0253439	0.0632903	0.0222106	0.00127815	0.00907792	0.0970864	0.0731622	0.0140843	0.0716203	0.133097	0.0157928	0.00754577	0.02752535	21.13024	0.253581	0.617743	1.05998	2.0687	0.242778	0.307303	0.102645	0.145388	0.0679786	0.133907	0.04620805	0.5956831
2200	-233.9688	-242.7848	8.816001	11.47574	2.672924	0.107917	0.155973	0.128985	0.221677	0.689959	0.031984	0.0109077	0.011835	0.137535	0.117484	0.167475	0.197397	0.182973	0.0707931	0.0996452	0.215183	0.222609	0.148868	0.0197673	0.177073	0.0367002	0.0394127	0.00704704	0.000629758	0.0649137	0.145528	0.0134572	0.115011	0.0597135	0.0455018	0.170953	0.0696417	0.0346496	0.003298546	11.47574	0.362261	0.711644	1.08034	1.84575	0.27252	0.198503	0.0854179	0.0882536	0.124891	0.230414	0.1521665	0.02167721
2300	-230.2707	-246.16	15.88924	8.251576	1.778679	0.165605	0.155072	0.10142	0.0295299	0.00725173	0.0789477	0.0581552	0.0627613	0.196713	0.0530426	0.375282	0.0722639	0.00256499	0.0825207	0.0274252	0.112235	0.1348081	0.03851793	0.0642193	0.15406	0.22326	0.0112087	0.00901566	0.0360349	0.0319261	0.0942187	0.00669194	0.0116533	0.0387677	0.00286871	0.131578	0.0697734	0.114724	0.04110127	8.251576	0.265344	0.629207	1.06332	2.04213	0.236443	0.232916	0.11792	0.090502	0.127745	0.194474	0.07961919	0.5162231
2400	-243.7111	-249.8983	6.18715	11.8008	1.147351	0.553164	0.257521	0.10877	0.0190863	0.09776	0.025398	0.0367314	0.0652771	0.356128	0.264257	0.0133785	0.203349	0.0916903	0.0302767	0.0809694	0.134105	0.2430418	0.04032765	0.0232457	0.107996	0.0379731	0.0612379	0.0240605	0.0472468	0.243315	0.0893762	0.0492635	0.0207997	0.0613502	0.0222796	0.144977	0.0311083	0.0357706	0.09263967	11.8008	0.165382	0.516965	1.02069	2.29696	0.319789	0.199111	0.142974	0.0917675	0.130809	0.115549	0.1329673	0.6967101
2500	-229.5779	-248.5236	18.94577	40.99294	1.963258	0.0331772	0.0519553	0.084275	0.0258249	0.00560377	0.0247552	0.038639	0.0708304	0.0259551	0.0221641	0.00679663	0.0454577	0.120503	0.0589595	0.0266257	0.114808	0.06921088	0.02589884	0.023771	0.0766898	0.0931253	0.0334036	0.0127781	0.259957	0.00563914	0.0257518	0.0101935	0.0157089	0.0702578	0.231248	0.0600481	0.074323	0.00710492	0.03075195	40.99294	0.288849	0.651049	1.06904	1.99106	0.196114	0.300474	0.0906306	0.0799697	0.198577	0.134234	0.05665079	0.5428335
2600	-230.8114	-247.3728	16.56137	15.99407	1.960455	0.0987555	0.0869552	0.151744	0.0836236	0.14096	0.0628141	0.00812117	0.400025	0.131088	0.0238345	0.168088	0.0255625	0.093301	0.0692606	0.0111212	0.0131831	0.07495536	0.1573039	0.0266296	0.0663037	0.151105	0.0178533	0.0453584	0.0286353	0.0294851	0.029571	0.00558898	0.0138468	0.00328104	0.187282	0.21578	0.0423948	0.136885	0.01861685	15.99407	0.288508	0.650742	1.06897	1.99178	0.20747	0.28879	0.0980604	0.0775578	0.193469	0.134654	0.1759207	0.1058252
2700	-221.0847	-250.607	29.5223	56.53673	3.725344	0.0416773	0.0191366	0.0399681	0.00710865	0.000673102	0.0547386	0.010331	0.0274042	0.0434618	0.00129775	0.000808884	0.0354883	0.0162593	0.000726021	0.0107703	0.0256269	0.03059061	0.01708351	0.0222644	0.200007	0.0931242	0.0433696	0.0050647	0.0570665	0.0124303	0.0200535	0.0424713	0.037842	0.245183	0.0694349	0.0890089	0.0481597	0.0145196	0.00595257	56.53673	0.438607	0.765142	1.08433	1.71192	0.291144	0.339829	0.0525911	0.0895996	0.100271	0.126565	0.02303608	0.2584021
2800	-225.3445	-248.7991	23.45466	56.62002	2.664244	0.0712716	0.0316084	0.0456865	0.0165149	0.0958328	0.00916402	0.0356991	0.0131367	0.0142134	0.0069865	0.0106154	0.0809487	0.0117679	0.0148206	0.00970156	0.0178826	0.02184927	0.03228778	0.046796	0.085748	0.0478295	0.051984	0.00485333	0.0982554	0.0569251	0.10156	0.0034797	0.0947782	0.0271159	0.149912	0.119027	0.104848	0.00688823	0.01846903	56.62002	0.361495	0.711063	1.08027	1.84717	0.222702	0.26831	0.128225	0.0928977	0.0942381	0.193628	0.0507568	0.363873
2900	-241.0449	-255.4441	14.39924	223.3477	1.029981	0.0275666	0.0262387	0.0267204	0.0739621	0.0185681	0.00810857	0.0572118	0.00924825	0.136281	0.0438472	0.0793037	0.0501775	0.0309404	0.0408634	0.024421	0.0517044	0.04745363	0.006609233	0.060414	0.256144	0.152984	0.0738812	0.0868304	0.0491722	0.00385822	0.0136239	0.127189	0.0811125	0.000299953	0.0068293	0.000613047	0.0489887	0.0380596	0.0004129803	223.3477	0.142897	0.485582	1.0048	2.36673	0.22972	0.332238	0.108495	0.128623	0.0857087	0.115215	0.007022214	0.05881055
3000	-205.3054	-249.1501	43.84469	299.6979	1.252518	0.00229002	0.00638406	0.000882046	0.00909716	0.00247513	0.00449903	0.00123793	0.0185535	0.0105516	0.00869259	0.000539855	0.00606157	0.00332608	0.00965091	0.00205792	0.00142817	0.006960454	0.002757524	0.0714511	0.042921	0.162024	0.00200902	0.00126733	0.0590227	0.0455273	0.164862	0.0322624	0.000129074	0.0290407	0.0023194	0.26269	0.0784438	0.0460299	0.00707911	299.6979	0.184441	0.541411	1.03185	2.2423	0.185559	0.175581	0.145685	0.0809926	0.220727	0.191454	0.009836635	0.7196679
3100	-246.4278	-249.3501	2.922245	8.208748	0.9664304	0.151459	0.341666	0.381088	0.0375265	0.223414	0.135548	0.268006	0.208097	0.5359	0.262238	0.128481	0.140615	0.16044	0.398051	0.02547	0.187926	0.1397265	0.09675771	0.0275958	0.159936	0.0551404	0.0264041	0.0029258	0.081792	0.0633571	0.0508593	0.0179007	0.00429353	0.0132886	0.217692	0.140793	0.0206652	0.117357	0.04284121	8.208748	0.130208	0.466424	0.994207	2.40916	0.204137	0.232264	0.105561	0.101508	0.213202	0.143329	0.1395989	0.3068879
3200	-231.461	-247.6433	16.18232	17.12793	2.516844	0.0738092	0.0479083	0.0675746	0.0469802	0.0944164	0.0241121	0.0567512	0.108587	0.011271	0.169984	0.140464	0.0877261	0.0362404	0.0750948	0.0700507	0.173682	0.08617582	0.0318043	0.00670967	0.292493	0.0292987	0.0194012	0.0137872	0.0352264	0.0459543	0.0232697	0.0451889	0.241159	0.0812914	0.00232539	0.0744501	0.0628978	0.0265467	0.006048347	17.12793	0.348048	0.700701	1.07882	1.87243	0.269341	0.28873	0.0778513	0.0841269	0.144363	0.135588	0.03785265	0.1597866
3300	-239.6367	-254.0503	14.41355	24.77709	1.151002	0.0302453	0.105768	0.0562455	0.0859008	0.186661	0.0537699	0.0295386	0.144876	0.0646249	0.0907875	0.0504268	0.0166574	0.0986151	0.0648513	0.00953326	0.0442386	0.04356468	0.01106107	0.0218787	0.121528	0.096405	0.0165133	0.0488439	0.0391883	0.0313561	0.0832539	0.0348469	0.0882714	0.150618	0.0542111	0.17439	0.00754286	0.0311537	0.07955244	24.77709	0.166061	0.517867	1.02112	2.29495	0.364931	0.136608	0.109888	0.104046	0.0896706	0.194856	0.0906135	0.8779314
3400	-226.214	-247.936	21.72195	27.50086	1.939779	0.0339974	0.0506104	0.0189675	0.121152	0.120622	0.00118657	0.00691041	0.0117905	0.0478307	0.0077073	0.0264653	0.0167159	0.00188087	0.134446	0.0507538	0.125418	0.06055573	0.05796235	0.0442111	0.216346	0.0261263	0.0279611	0.0184668	0.0987658	0.0478299	0.0873606	0.044046	0.094509	0.0166601	0.102161	0.0151639	0.0986587	0.0617341	0.009983472	27.50086	0.285978	0.648453	1.06841	1.99716	0.152159	0.286809	0.10561	0.128502	0.176826	0.150095	0.06794582	0.1469328
3500	-228.8508	-252.8806	24.02985	160.3267	1.000351	0.0647362	0.00796324	0.0163193	0.00799625	0.0246347	8.16165e-07	0.00294142	0.0153724	0.0218243	0.0938171	0.0688295	0.00567923	0.023156	0.0451794	0.00087064	0.00223713	0.01844593	0.007743842	0.189761	0.130983	0.0781292	0.0123694	0.0625218	0.0090727	0.054678	0.0194232	0.0868191	0.00680499	0.0965484	0.0301323	0.106929	0.0530341	0.0627944	0.008345682	160.3267	0.137024	0.476857	1.00006	2.38606	0.21516	0.17431	0.130697	0.137548	0.238296	0.10399	0.01608952	0.5187029
3600	-252.368	-250.1419	-2.226131	8.30272	1.461835	0.42575	0.0222602	0.886334	0.202568	0.17331	0.0306697	0.0108379	0.599792	1.18022	0.638333	0.179271	0.0408142	0.451422	0.4413	0.0833419	0.0636866	0.3317063	0.1133944	0.0241938	0.0256905	0.195686	0.0366949	0.0417105	0.0395915	0.138959	0.00444919	0.0816916	0.0663252	0.073601	0.0251243	0.0979581	0.055034	0.0932903	0.05844905	8.30272	0.219366	0.582078	1.0481	2.15046	0.293604	0.162942	0.124735	0.0721982	0.205425	0.141095	0.1718434	0.3401297
3700	-248.3217	-254.3815	6.059801	20.02284	0.9964545	0.162304	0.360581	0.163896	0.07947	0.171075	0.211197	0.0825102	0.179189	0.163346	0.364715	0.0938141	0.0275657	0.256748	0.206531	0.136281	0.145053	0.1620368	0.08655001	0.0263177	0.0817237	0.216464	0.0576718	0.0386772	0.00684066	0.0200298	0.0156619	0.0934088	0.0437649	0.0782394	0.0296921	0.174507	0.0603307	0.056671	8.383313e-05	20.02284	0.136246	0.475684	0.99941	2.38866	0.209574	0.225423	0.179587	0.114133	0.129629	0.141654	0.08663384	0.0009676719
3800	-232.7904	-246.2867	13.49633	17.07287	4.043312	0.0087898	0.0582925	0.0280555	0.0283928	0.451339	0.00490041	0.023121	0.00214775	0.2929	0.126497	0.0886297	0.0365548	0.235782	0.0554055	0.0522492	0.023973	0.08342538	0.05762819	0.0329435	0.00312464	0.0438763	0.0862287	0.0146366	0.00315752	0.043006	0.0509452	0.13355	0.0506129	0.0761222	0.122591	0.239529	0.0277076	0.0719688	0.009789304	17.07287	0.456726	0.776694	1.08439	1.68219	0.273152	0.221683	0.130705	0.135807	0.161696	0.0769569	0.0674175	0.1452042
3900	-245.1761	-249.4842	4.308131	9.112621	2.565811	0.318534	0.305379	0.20275	0.0387232	0.0145356	0.0661184	0.0682773	0.24578	0.411088	0.105518	0.294565	0.0640128	0.131173	0.474613	0.417233	0.151373	0.2061923	0.0407978	0.049849	0.112965	0.116608	0.0386065	0.0583684	0.0463779	0.00132436	0.00647585	0.0733564	0.0021349	0.072994	0.00124312	0.0895328	0.305553	0.024611	0.02531454	9.112621	0.352609	0.70425	1.07934	1.8638	0.245478	0.24502	0.111238	0.0620647	0.153675	0.182524	0.06611234	0.382902
4000	-226.7621	-251.8097	25.0476	62.66974	1.236433	0.0266506	0.0171357	0.00226411	0.0263089	0.09574	0.00502195	0.0049101	0.0632789	0.0757517	0.0504739	0.0453338	0.0306419	0.0273074	0.0146022	0.0120916	0.00932337	0.02850949	0.04392821	0.0230934	0.132899	0.140745	0.0706891	0.0014622	0.0436206	0.00127306	0.115627	0.020506	0.0295739	0.0206627	0.0540215	0.122548	0.016172	0.207107	0.005192044	62.66974	0.181593	0.53787	1.0303	2.25024	0.197929	0.261678	0.0937943	0.127243	0.182295	0.13706	0.04912025	0.1057007
4100	-248.5676	-249.2184	0.6507613	13.38593	2.536616	0.624558	0.435421	0.0337073	0.0248591	0.054287	0.0732697	0.0650671	0.0884041	0.502589	0.453744	0.446794	0.139256	0.211663	0.0545774	0.249619	0.0314419	0.24527	0.1375441	0.0186028	0.0281082	0.0330172	0.000642927	0.0305647	0.0552323	0.0776422	0.0347638	0.0878879	0.0516817	0.0255933	0.0373487	0.148308	0.291016	0.0795902	0.003976629	13.38593	0.349901	0.702147	1.07903	1.86892	0.223527	0.224394	0.133766	0.157943	0.126062	0.134308	0.1415207	0.02809927
4200	-250.2891	-255.875	5.585923	15.43291	1.260902	0.0991828	0.183467	0.184404	0.0108873	0.0917395	0.0560614	0.146171	0.267839	0.563783	0.0294832	0.240779	0.204514	0.0524088	0.425164	0.131322	0.403836	0.1775098	0.08329443	0.0476186	0.0437691	0.0670342	0.0224382	0.130863	0.172696	0.0229599	1.70051e-05	0.0151507	0.068129	0.0940912	0.26058	0.0277547	0.012508	0.0143907	0.01026726	15.43291	0.185916	0.543231	1.03264	2.23821	0.257849	0.165616	0.0900274	0.111477	0.213528	0.161502	0.09356168	0.1097378
4300	-238.5758	-248.1708	9.594946	12.3916	4.220831	0.117603	0.054198	0.204085	0.0135386	0.0449425	0.0960072	0.000474372	0.10163	0.467375	0.0696409	0.158395	0.00244739	0.396134	0.0379252	0.180593	0.00249702	0.1031246	0.02180802	0.0740021	0.104242	0.0183712	0.0134779	0.0119703	0.0762541	0.0978879	0.0566191	0.0239896	0.0603675	0.0114729	0.156696	0.200252	0.0124324	0.0819646	0.06271039	12.3916	0.466097	0.782515	1.08431	1.66708	0.203552	0.240573	0.080229	0.0937701	0.215906	0.165971	0.08451842	0.7419731
4400	-237.3053	-258.88	21.57473	26.63284	1.271521	0.0873303	0.018203	0.0409713	0.0067922	0.17249	0.0220699	0.0100806	0.104824	0.0437041	0.0460589	0.0878114	0.0797298	0.0158983	0.0178953	0.120428	0.000969406	0.04979351	0.04011351	0.0384255	0.0199192	0.0102774	0.000185865	0.110825	0.149464	0.0271336	0.0222558	0.0355379	0.01875	0.0465442	0.0231473	0.0798603	0.241036	0.176637	0.02596034	26.63284	0.187775	0.54551	1.03362	2.23309	0.261056	0.332077	0.0850017	0.0858319	0.132335	0.103698	0.06607385	0.3928988
