Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-41.9436	-80.78595	38.84236	15.28076	1.815344	0.00431564	0.0220466	0.00374127	0.000653936	0.00690092	0.0364784	0.0221836	0.00839207	0.02109741	0.05397995	0.0871579	0.0189209	0.0551723	0.133459	0.0988301	0.011362	0.0110444	0.0133641	0.0132691	0.0260564	0.195761	0.137426	0.0675925	0.0853857	0.0451987	0.02599936	15.28076	0.270189	0.633822	1.0646	2.03139	0.00561218	0.435548	0.0050321	0.139643	0.321211	0.0929531	0.07997931	0.3250761
11	0	-59.56878	-84.38173	24.81295	8.667821	0.1889133	0.123937	0.00551004	0.0341132	0.148399	0.0331276	0.0579544	0.0257158	0.00929165	0.07747437	0.2304937	0.211065	0.167875	0.0598318	0.0513649	0.0370156	0.0608031	0.143816	0.0263984	0.00612892	0.0234416	0.063203	0.0552327	0.00325332	0.0779977	0.0125733	0.09507915	8.667821	0.000354199	0.0276344	0.354109	3.6179	0.00936736	0.420061	0.060237	0.0849392	0.376324	0.0490721	0.3255729	0.2920365
12	0	-45.07959	-79.27225	34.19266	4.789562	2.078921	0.0691506	0.0188419	0.00470383	0.0219042	0.00448855	0.0174784	0.0239189	0.104075	0.03136323	0.04154661	0.0449559	0.0171009	0.0741293	0.0929184	0.0439894	0.0152272	0.0361785	0.00654859	0.0217116	0.122118	0.143454	0.0490861	0.0179875	0.103794	0.210801	0.0005079674	4.789562	0.302517	0.663152	1.07184	1.96249	0.0148104	0.461692	0.0171003	0.11067	0.357202	0.0385252	0.04205457	0.01207877
13	0	-48.50041	-80.97622	32.47582	14.63956	0.7302571	0.00662568	0.0126505	0.015276	0.0701418	0.0344753	0.0082887	0.00665061	0.02748	0.05438994	0.1149494	0.255261	0.00555953	0.2477	0.0495495	0.00573471	0.197176	0.0402159	0.005317	0.00125405	0.00906703	0.00196932	0.018622	0.00315885	0.119003	0.0404113	0.01009434	14.63956	0.0806593	0.377463	0.935585	2.60629	0.0721575	0.375852	0.00492674	0.130687	0.380392	0.0359849	0.1250438	0.08072645
14	0	-43.4529	-79.30754	35.85464	10.05397	4.960694	0.00664915	0.00566587	0.019266	0.0382953	0.0544906	0.0155205	0.00349509	0.0063922	0.02027365	0.07498156	0.0312699	0.0945373	0.0811379	0.119655	0.110853	0.0558838	0.0115549	0.0106403	0.00248475	0.103978	0.02417	0.0396741	0.0399987	0.136048	0.138114	0.001472026	10.05397	0.500437	0.803012	1.08337	1.61318	0.0552269	0.351793	0.00922132	0.146402	0.373193	0.0641641	0.07645359	0.01925385
15	0	-50.05182	-83.75545	33.70364	4.27544	1.069269	0.0280698	0.0464328	0.0222668	0.0482616	0.0381056	0.00632821	0.018452	0.0396767	0.02768924	-0.04799559	0.190718	0.0294454	0.145855	0.0508952	0.0127275	0.0311439	0.0254359	0.00436273	0.0044066	0.00583119	0.220571	0.0253309	0.0517087	0.128437	0.0731309	0.1439643	4.27544	0.150564	0.496626	1.01059	2.34222	0.0386664	0.547448	0.0507473	0.114147	0.217622	0.0313691	0.09596871	1.500117
16	0	-46.40702	-83.8365	37.42949	25.40156	1.24892	0.0134238	0.0180382	0.0154648	0.00681693	0.0115827	0.016785	0.00946336	0.0326816	0.01157415	0.01399719	0.00893656	0.0227382	0.0622466	0.0157342	0.0728422	0.157103	0.00732524	0.0244458	0.0475076	0.172709	0.021336	0.228427	0.0552762	0.0426442	0.0607283	0.008507408	25.40156	0.183806	0.540625	1.03151	2.24406	0.0404532	0.438167	0.0061815	0.196637	0.273522	0.0450396	0.02250459	0.3780298
17	0	-49.72361	-79.03118	29.30756	16.06975	3.047755	0.0802276	0.0142441	0.00254675	0.0238052	0.0645621	0.0577929	0.00182024	0.0356418	0.04341034	0.1145359	0.0911786	0.0119471	0.186353	0.111343	0.151153	0.0537423	0.0247908	0.0063524	0.0275276	0.0277712	0.0825963	0.00229598	0.0105407	0.131225	0.0811833	0.004889951	16.06975	0.392923	0.734138	1.08274	1.7902	0.023531	0.522692	0.00559883	0.129972	0.287788	0.0304179	0.1194259	0.04094549
18	0	-47.7628	-88.19223	40.42943	60.57636	1.940597	0.0288913	0.00197224	0.000351302	0.00654222	0.00216619	0.000698387	0.00783217	0.00621145	0.01133333	0.0146887	0.0351648	0.112774	0.00746271	0.0661557	0.128083	0.0741232	0.0344049	0.0542619	0.104368	0.0496959	0.0121523	0.0557503	0.010472	0.0331274	0.222004	0.003012626	60.57636	0.286079	0.648545	1.06843	1.99695	0.054603	0.448217	0.0624128	0.135324	0.234753	0.0646907	0.01770133	0.1701921
19	0	-50.75369	-81.57927	30.82558	22.20109	4.688258	0.0122368	0.00951057	0.0406983	0.00609621	0.000986337	0.072046	0.0493857	0.00712837	0.02624159	0.01477755	0.140095	0.00942717	0.0156898	0.00539819	0.0333841	0.113006	0.0857052	0.0107416	0.00704429	0.224146	0.0205894	0.000230982	0.0577002	0.0609477	0.215894	0.01321266	22.20109	0.488591	0.796086	1.0838	1.63152	0.0617032	0.296368	0.0087077	0.161586	0.424868	0.0467667	0.02799021	0.4720457
20	0	-51.28923	-77.51461	26.22538	6.064426	1.336591	0.0302747	0.30555	0.0515981	0.00247304	0.043947	0.0342571	0.0565378	0.257433	0.0997271	0.1486255	0.0345843	0.0441202	0.0296124	0.136775	0.00924909	0.0017775	0.0481795	0.00270372	0.0211502	0.00547389	0.0650662	0.13119	0.0461286	0.226997	0.196993	0.006165935	6.064426	0.19894	0.558886	1.03919	2.20299	0.049239	0.452469	0.0052484	0.0592624	0.33018	0.103601	0.1547914	0.03983383
21	0	-57.53946	-84.26892	26.72946	3.745189	2.242911	0.00907056	0.0721063	0.0433673	0.223075	0.0883066	4.61309e-05	0.0440041	0.0545579	0.08719767	0.3167495	0.0187607	0.0464913	0.0478981	0.132367	0.0596629	0.0401401	0.0521891	0.00453311	0.0508755	0.0236455	0.0509635	0.0829599	0.0413424	0.171325	0.176846	0.07648177	3.745189	0.320643	0.678586	1.07503	1.92574	0.0316965	0.398345	0.0363937	0.0649309	0.444158	0.024476	0.3932312	0.1944957
22	0	-48.02302	-81.98705	33.96403	11.72541	1.03872	0.016405	0.0139153	0.0251226	0.0118269	0.024572	0.0435865	0.0390442	0.0256784	0.03009294	0.0199952	0.0587572	0.0771496	0.00605524	0.0297419	0.108599	0.13926	0.0642399	0.00706254	0.017782	0.0733461	0.069615	0.116258	0.101585	0.0469397	0.0836096	0.06880704	11.72541	0.144614	0.488089	1.00613	2.36117	0.0414634	0.467308	0.00670442	0.0703896	0.371654	0.0424804	0.08880224	0.7748345
23	0	-38.17202	-79.56411	41.39209	33.90619	0.5631478	0.0011194	0.00232165	0.00152623	0.000138745	0.0185733	0.0096304	0.00828761	0.0046537	0.01835111	0.006226089	0.0632237	0.0641085	0.036227	0.0744839	0.0483378	0.0305815	0.0868418	0.00423458	0.0402038	0.00427717	0.115661	0.00843926	0.00176332	0.277974	0.143643	0.02594737	33.90619	0.0456076	0.291156	0.861287	2.80195	0.034007	0.505856	0.00616952	0.039165	0.326635	0.0881678	0.03217346	0.8064837
24	0	-50.21575	-81.44749	31.23173	11.05091	0.9193489	0.0280643	0.0169907	0.0112136	0.0728663	0.0156406	0.000436223	0.053948	0.0511674	0.01503254	0.01937876	0.0393723	0.042174	0.0665482	0.135292	0.0913013	0.0210789	0.0212909	0.00324415	0.00057062	0.189331	0.0946644	0.0248263	0.0108569	0.205177	0.0542715	0.01351795	11.05091	0.120594	0.451092	0.985236	2.44308	0.111295	0.389332	0.0015363	0.163642	0.318818	0.0153772	0.03289672	0.410921
25	0	-47.66853	-80.0929	32.42438	6.080111	2.057996	0.0394126	0.0298172	0.0359749	0.0924998	0.0270599	0.0480663	0.0448644	0.00830148	0.04166882	0.2734627	0.169849	0.0365967	0.0355623	0.0740398	0.0278925	0.00235676	0.0160378	0.00301649	0.0554279	0.0157436	0.0773081	0.00935683	0.00129005	0.325928	0.149595	0.008874452	6.080111	0.300101	0.661042	1.07138	1.96748	0.0107936	0.538352	0.00466989	0.108388	0.252371	0.0854258	0.2823371	0.03143211
26	0	-68.95115	-83.63467	14.68352	3.15374	0.4458426	0.117369	0.249452	0.068572	0.288168	0.578695	0.269627	0.0693495	0.170773	0.3556144	0.02834872	0.0542319	0.0222914	0.0595448	0.0104423	0.130172	0.0340918	0.0403917	0.0132458	0.0548182	0.0266304	0.200518	0.118919	0.0193714	0.11232	0.103012	0.2554847	3.15374	0.023845	0.215099	0.776479	2.98458	0.0229434	0.395078	0.0696979	0.123859	0.310603	0.0778193	0.2838334	0.900122
27	0	-51.38659	-80.95429	29.5677	7.479634	0.7398663	0.0872192	0.0625638	0.0425049	0.108239	0.0132952	0.0732043	0.155724	0.0151833	0.06583545	0.1025499	0.00525626	0.136661	0.0209081	0.025373	0.0459778	0.105159	0.0790208	0.0117667	0.0154894	0.0446622	0.0197183	0.0721079	0.000557295	0.19297	0.224373	0.0005328545	7.479634	0.082716	0.381748	0.938791	2.59674	0.0308074	0.436181	0.000127649	0.14818	0.256298	0.128405	0.1030828	0.005169191
28	0	-50.89812	-80.66637	29.76825	33.56468	2.521461	0.0042389	0.109293	0.00444823	0.0154247	0.0355705	0.0180551	0.00344578	0.0157113	0.04438407	-0.009423047	0.0354785	0.0725088	0.0483001	0.228689	0.0165447	0.015819	0.02707	0.00315481	0.0404672	0.134113	0.126992	0.0239134	0.0225928	0.0122619	0.192094	0.04169868	33.56468	0.348482	0.701041	1.07887	1.87161	0.0204807	0.450036	0.00250442	0.0705348	0.350421	0.106023	0.03227563	1.291955
29	0	-50.69403	-79.95571	29.26168	9.765083	1.86989	0.048731	0.0651888	0.0393669	0.0205272	0.0737141	0.0277428	0.0340231	0.0341725	0.05157089	-0.00581945	0.229331	0.000510761	0.00787212	0.0370089	0.0896623	0.14899	0.0346247	0.00478364	0.0778742	0.0443045	0.0101582	0.142485	0.00129739	0.129629	0.0414682	0.1232788	9.765083	0.277233	0.640424	1.06636	2.01598	0.019292	0.521402	0.00903048	0.14036	0.273885	0.0360317	0.1174593	1.049544
30	0	-37.03136	-82.76238	45.73102	98.50457	0.3130535	0.00253589	0.00557858	0.00318244	0.000507322	0.00396	0.00592397	0.00915065	0.00454875	0.003668545	0.01689019	0.0141064	0.00464304	0.0484802	0.0495797	0.0222042	0.152469	0.0376978	0.0228714	0.112934	0.107062	0.117625	0.0743306	0.019582	0.204087	0.0123287	0.0002289481	98.50457	0.00641378	0.114681	0.617087	3.26182	0.0788897	0.465136	0.00399368	0.129387	0.251117	0.0714773	0.01711914	0.01337381
31	0	-45.98164	-82.12973	36.14809	45.95259	0.2635148	0.0204318	0.0129317	0.0544101	0.00121371	0.0166028	0.00930476	0.00307312	0.00626501	0.01694679	0.04662968	0.0211159	0.0316365	0.217464	0.0356691	0.0214656	0.0168794	0.0826727	0.00397083	0.165388	0.169829	0.036403	0.0526874	0.00134395	0.125391	0.0180833	0.009202771	45.95259	0.00280235	0.0766091	0.529133	3.39146	0.0178541	0.556235	0.00719545	0.0846285	0.279227	0.0548602	0.05583245	0.1648284
32	0	-44.94058	-81.65825	36.71767	22.08535	1.090324	0.00765415	0.0347958	0.0159722	0.0528589	0.0289485	0.00595344	0.00659704	0.00414761	0.01802722	0.02656271	0.0742688	0.0479157	0.0265996	0.0733987	0.0893934	0.0365032	0.024894	0.0125115	0.00685088	0.02955	0.317963	0.161801	0.00112593	0.0585233	0.038701	0.02825837	22.08535	0.154615	0.502313	1.01349	2.32958	0.023077	0.313225	0.0406546	0.179953	0.355225	0.0878653	0.05482108	0.5154654
33	0	-57.26444	-83.05326	25.78882	4.879521	0.2189552	0.007807	0.149515	0.221592	0.0709336	0.0646862	0.00426361	0.165374	0.146912	0.08162382	0.1504251	0.0279187	0.0607263	0.0638177	0.00756741	0.00801016	0.0482727	0.0647038	0.00413014	0.0033201	0.161935	0.154308	0.0919662	0.0158412	0.267082	0.0204004	0.04393079	4.879521	0.000965586	0.0453762	0.4313	3.52236	0.0337408	0.514503	0.00126971	0.0814567	0.30061	0.0684201	0.1943558	0.2260328
34	0	-49.78734	-80.42836	30.64102	7.306193	0.7643013	0.00999835	0.0448649	0.00871471	0.0795752	0.060087	0.0676348	0.0551646	0.0203751	0.05737609	-0.0002196294	0.0137287	0.0347714	0.0131122	0.13874	0.0473605	0.0123994	0.0186795	0.0213028	0.0713089	0.0534981	0.00870431	0.0766566	0.0094564	0.44331	0.0369716	0.03443348	7.306193	0.0879432	0.392354	0.94655	2.57315	0.0333655	0.366755	0.0162379	0.172469	0.306075	0.105097	0.03421385	1.006419
35	0	-51.42005	-82.00616	30.58611	17.8556	0.7669448	0.00248101	0.007659	0.137928	0.205474	0.0202188	0.00782477	0.0101196	3.77065e-05	0.06301443	0.06775507	0.0951677	0.066343	0.139612	0.0445235	0.0455917	0.158743	0.0329592	0.0251259	0.0322779	0.0669048	0.0672068	0.0136507	0.00525314	0.0744633	0.132178	0.004519584	17.8556	0.0885082	0.393477	0.947357	2.57066	0.024241	0.41102	0.00522694	0.13598	0.285352	0.13818	0.07227465	0.06253346
36	0	-47.29135	-88.2514	40.96005	31.14047	2.853021	0.00406207	0.0134234	0.00208942	4.49199e-05	0.0147714	0.0066458	0.0151226	0.00648184	0.006293114	0.01271133	0.0415488	0.0303133	0.0804997	0.0586441	0.0658443	0.0171399	0.0399093	0.0115801	0.130805	0.0501968	0.0420293	0.0805333	0.0238586	0.307077	0.0200211	0.02277304	31.14047	0.377562	0.723051	1.08169	1.8177	0.0446584	0.350654	0.0173112	0.126578	0.326186	0.134612	0.03548437	0.6417768
37	0	-45.67017	-79.58365	33.91348	4.689333	1.244554	0.0191387	0.0154141	0.0351475	0.0797357	0.0386403	0.0685594	0.0228774	0.0340082	0.05763237	0.1496599	0.154471	0.0582197	0.00724516	0.131307	0.0404837	0.0428194	0.127906	0.00576067	0.0373611	0.00263042	0.0315901	0.201515	0.0231468	0.109487	0.0260562	0.002380984	4.689333	0.183034	0.539666	1.03109	2.24621	0.0556188	0.340135	0.00315021	0.111618	0.455747	0.0337309	0.1520409	0.01566015
38	0	-60.22731	-82.99657	22.76926	76.22075	0.2585439	0.0475579	0.0196069	0.00513996	0.0379049	0.00579266	0.0468383	0.100842	0.110776	0.03674964	0.0255076	0.0890133	0.0106594	0.0089057	0.039807	0.0626891	0.0152776	0.116356	0.0154692	0.0410295	0.058365	0.0695781	0.0766658	0.0212232	0.15053	0.224431	0.01333216	76.22075	0.00253409	0.0729258	0.51916	3.40538	0.0453672	0.454747	0.00533232	0.144666	0.296351	0.0535359	0.03883976	0.3432606
39	0	-48.00254	-79.526	31.52347	8.244654	2.386003	0.0887802	0.0242466	0.0318373	0.0285268	0.0112887	0.0358368	0.038951	0.029411	0.04505724	0.1410596	0.083792	0.0126105	0.00843952	0.057597	0.0580182	0.0175229	0.0253518	0.0162937	0.0272064	0.0219072	0.0145836	0.32952	0.100768	0.165211	0.0611787	0.01555354	8.244654	0.335375	0.690648	1.07721	1.89677	0.0501066	0.355906	9.08702e-05	0.197548	0.325161	0.0711876	0.1566131	0.09931188
40	0	-47.12134	-77.15538	30.03404	8.788581	1.82893	0.0275215	0.0426623	0.0423251	0.0337825	0.0173867	0.0429081	0.0922525	0.0200505	0.07221933	0.1147401	0.0846678	0.0375585	0.015054	0.121225	0.0283503	0.181478	0.00225241	0.000115562	0.00494066	0.0243572	0.159372	0.0866203	0.00282743	0.21667	0.0345101	0.01808976	8.788581	0.271962	0.635495	1.06505	2.02749	0.0163132	0.432366	0.00439617	0.0543696	0.427957	0.0645978	0.1328299	0.1361874
41	0	-52.48236	-80.9588	28.47644	17.98577	4.424286	0.101408	0.0399059	0.0114664	0.0149485	0.0158472	0.0503863	0.0675319	0.00600655	0.02728261	0.05703333	0.242705	0.0469811	0.0163744	0.0639475	0.0375053	0.133628	0.0397609	0.00902668	0.0516152	0.000110337	0.143462	0.0836576	0.0108178	0.0527431	0.0676648	0.02199533	17.98577	0.476253	0.788712	1.08413	1.65091	0.0758698	0.366555	0.00944842	0.150707	0.348963	0.0484568	0.07902866	0.278321
42	0	-42.31544	-78.56469	36.24926	18.8298	0.6718822	0.0150836	0.0430189	0.0129529	0.00751339	0.0169699	0.0685382	0.0144683	0.0048675	0.02468869	0.04755934	0.0159652	0.0523204	0.0455623	0.135653	0.0843124	0.0843223	0.0165736	0.00568235	0.0419048	0.0682994	0.112619	0.0496044	0.0366552	0.136067	0.114459	0.001406771	18.8298	0.0681953	0.349956	0.913986	2.66786	0.0375683	0.450599	0.00190305	0.125888	0.334664	0.0493781	0.04896611	0.02872948
43	0	-56.95493	-81.49095	24.53603	5.102247	1.124251	0.0326818	0.0656147	0.106273	0.245931	0.0186879	0.0158859	0.0626493	0.336306	0.1570591	0.08867939	0.0920372	0.0211988	0.00906693	0.0586401	0.180199	0.0577768	0.0350748	7.90592e-05	0.00765891	0.0151752	0.0652251	0.0376193	0.00292307	0.294963	0.122363	0.02073723	5.102247	0.161057	0.511158	1.01788	2.3099	0.0111692	0.394431	0.0124035	0.0501134	0.487518	0.0443647	0.1094166	0.1895254
44	0	-50.65039	-81.30161	30.65121	6.465873	1.014059	0.0187395	0.0209691	0.0556539	0.154991	0.0345287	0.00298169	0.0754149	0.00520232	0.038593	0.0253399	0.141163	0.0256801	0.045202	0.0866324	0.079611	0.0387522	0.0388698	0.00875584	0.0225999	0.0893719	0.0197613	0.0128971	0.0367762	0.222115	0.131813	0.1310105	6.465873	0.13975	0.480937	1.00229	2.37702	0.0132195	0.385179	0.0149494	0.0755153	0.434437	0.0766997	0.1563504	0.8379288
45	0	-43.89919	-80.55509	36.6559	25.19855	1.710082	0.000255376	0.00114234	0.00123585	0.0243992	0.0309472	0.00241639	0.0183281	0.0198641	0.02274537	0.0241316	0.131231	0.0245008	0.0599363	0.185847	0.0231579	0.00447379	0.0240815	0.0168881	0.0293009	0.051884	0.00300565	0.0477839	0.0525984	0.217301	0.12801	0.04205685	25.19855	0.256029	0.62016	1.0607	2.06311	0.0423455	0.38052	0.0199329	0.0667378	0.410517	0.0799468	0.06618845	0.6354107
46	0	-53.3067	-79.63676	26.33007	7.440015	0.8190501	0.0831584	0.0244875	0.122485	0.0477661	0.0528366	0.040594	0.231915	0.0229742	0.06738526	0.008941918	0.0491543	0.0201803	0.173604	0.197022	0.0669481	0.0235274	0.0677656	0.00519866	0.028129	0.00617125	0.129741	0.00107385	0.00882194	0.0410478	0.181615	0.09652564	7.440015	0.0996055	0.414692	0.962097	2.52361	0.0215739	0.482505	0.00112485	0.0699343	0.369884	0.0549775	0.1054676	0.9152164
47	0	-49.30969	-76.88865	27.57896	11.54687	3.334193	0.0532747	0.0146526	0.0627768	0.128356	0.0110741	0.0963461	0.00502436	0.0244965	0.0679302	0.137934	0.096455	0.0342852	0.220783	0.0998868	0.0670181	0.0265253	0.00422487	0.00655737	0.080252	0.00410185	0.0461547	0.043135	0.00605863	0.253554	0.0110084	0.01115019	11.54687	0.41357	0.7485	1.08373	1.7542	0.0201751	0.486829	0.00816853	0.0917453	0.368134	0.0249484	0.1490842	0.07479119
48	0	-34.9239	-83.88997	48.96607	63.15188	4.528668	0.00132646	0.00115342	0.00122642	0.000130947	0.000303532	0.00144608	0.00727015	0.000281232	0.001460074	0.003197575	0.036733	0.105547	0.0399301	0.113419	0.131708	0.0737433	0.101929	0.00675261	0.00246896	0.210487	0.0329244	0.0177031	0.0487431	0.0425572	0.0353555	0.009781569	63.15188	0.48124	0.791712	1.08401	1.64304	0.0610861	0.390019	0.0146158	0.164511	0.324826	0.0449419	0.01297914	0.7536375
49	0	-49.29674	-86.36834	37.0716	12.01272	2.114814	0.00223312	0.0328654	0.0490405	0.0347647	0.00633297	0.00114947	0.00770724	0.00268002	0.01720219	0.1016324	0.0268029	0.033917	0.212485	0.0444282	0.18728	0.198694	0.0617542	0.00641523	0.0160739	0.0592641	0.0125237	0.0195392	0.00321442	0.10205	0.015559	0.00608384	12.01272	0.306605	0.666693	1.07261	1.95409	0.0340502	0.469449	0.000720046	0.10855	0.302845	0.084386	0.1077163	0.05648023
50	0	-53.75973	-83.11601	29.35628	17.92662	0.3926083	0.0544278	0.204196	0.00947077	0.0094984	0.00968507	0.0674317	0.0291243	0.0019289	0.07950499	0.09214621	0.0513277	0.0210421	0.0304833	0.201808	0.112909	0.0217058	0.0130443	0.00601547	0.19309	0.0272769	0.0188798	0.0748616	0.00955461	0.0463915	0.171611	0.01287495	17.92662	0.0156626	0.176213	0.723156	3.08497	0.0371013	0.462296	0.0130412	0.102269	0.339072	0.0462212	0.1050212	0.1225939
51	0	-51.96516	-81.02424	29.05908	11.00779	2.912262	0.0984706	0.0503166	0.0260939	0.00403109	0.0988507	0.00769704	0.0468878	0.0242103	0.04952204	0.01496054	0.00667891	0.0417964	0.0358152	0.0144718	0.0555583	0.0509116	0.0309345	0.0148164	0.014181	0.229429	0.00526876	0.235243	0.00328131	0.142389	0.119225	0.08083709	11.00779	0.382358	0.726551	1.08205	1.80904	0.150271	0.332976	0.0196143	0.127675	0.327204	0.0422601	0.09579763	0.8438319
52	0	-43.94007	-81.16932	37.22925	51.85058	1.847181	0.0153576	0.00528993	0.000126289	0.028936	0.0108646	0.0011433	0.00277482	0.00216941	0.02158377	0.04170385	0.0138353	0.010572	0.0147475	0.35581	0.279012	0.0131864	0.0435861	0.00628451	0.0800367	0.0119097	0.0756552	0.00567077	0.0269402	0.0153087	0.0474448	0.008961261	51.85058	0.274324	0.637713	1.06565	2.02231	0.010668	0.508242	0.00950251	0.105538	0.341252	0.0247973	0.05066511	0.1768724
