Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
2300	-244.4013	-245.5875	1.186251	15.36579	7.750222	0.0980484	0.732651	0.188606	0.192205	0.0714975	0.0825331	0.11048	0.0914427	0.00147598	0.229407	0.213212	0.277341	0.0103385	0.150407	0.0365959	0.0350769	0.1347621	0.02754389	0.00863449	0.0940477	0.0926998	0.0058416	0.0087983	0.006424	0.158155	0.00441167	0.0960903	0.128723	0.0699754	0.0799618	0.020314	0.192802	0.0331209	0.01964834	15.36579	0.587343	0.849678	1.07721	1.48577	0.245815	0.254681	0.103465	0.107432	0.192471	0.0961363	0.04719223	0.4163469
2400	-239.9374	-248.6723	8.734868	20.77096	1.618652	0.378756	0.149082	0.00967739	0.0772985	0.0556546	0.0145868	0.0539481	0.0292688	0.000310527	0.0329774	0.175547	0.308725	0.125654	0.203417	0.0713282	0.0993914	0.1277281	0.09616825	0.0576204	0.157169	0.057152	0.0282827	0.0186796	0.00693444	0.0495471	0.0182477	0.195341	0.12322	0.15591	0.00836768	0.0731142	0.0398755	0.0105378	0.007651582	20.77096	0.243084	0.607184	1.05669	2.09304	0.311136	0.189547	0.079922	0.101188	0.162647	0.155559	0.1038198	0.07370058
2500	-246.0602	-255.0891	9.028913	57.9504	1.156807	0.0537937	0.406545	0.0453604	0.0507699	0.00129157	0.171173	0.176804	0.0933445	0.0207522	0.115455	0.164057	0.0490131	0.015517	0.0134084	0.0555456	0.0530224	0.1134397	0.04511425	0.0650806	0.0888077	0.0292664	0.0744996	0.00736552	0.046616	0.0730243	0.00767734	0.241815	0.0701442	0.0924484	0.0276145	0.00906294	0.155499	0.0110783	0.001818176	57.9504	0.167138	0.519294	1.0218	2.29177	0.176407	0.294	0.103086	0.102512	0.234571	0.0894231	0.04693243	0.0387403
2600	-227.4655	-247.1551	19.68958	71.69115	3.7724	0.0585326	0.0818779	0.0274898	0.018377	0.0361027	0.0239313	0.0490622	0.03306	0.0308912	0.00902233	0.0245584	0.0809259	0.0184241	0.00363004	0.0203812	0.034385	0.06100002	0.008019898	0.0632292	0.112838	0.0349611	0.0151163	0.0496979	0.00617639	0.0493579	0.000778121	0.180517	0.0310524	0.0837488	0.000848841	0.103847	0.26254	0.00529117	0.02788262	71.69115	0.441405	0.766952	1.08436	1.70728	0.180051	0.156308	0.212521	0.169426	0.170486	0.111207	0.03590252	0.7766202
2700	-223.0389	-246.4389	23.39996	27.51564	2.998795	0.0196678	0.0469374	0.0427663	0.0115383	0.0283926	0.148603	0.0299581	0.00248441	0.0050353	0.0193794	0.0627392	0.0578561	0.0702443	0.0918476	0.0370312	0.0694302	0.04349554	0.0588704	0.0309122	0.120452	0.00245212	0.109459	0.00372589	0.0136354	0.0151625	0.00984568	0.0764726	0.0720846	0.188127	0.0319756	0.245327	0.000583008	0.0797862	0.002474527	27.51564	0.389169	0.731461	1.08251	1.79686	0.13749	0.337343	0.110348	0.0976592	0.178664	0.138496	0.06134492	0.04033793
2800	-242.3908	-251.2976	8.906817	35.76661	0.6571865	0.0449466	0.184871	0.0609518	0.254882	0.0416416	0.00286789	0.548441	0.128508	0.0191943	0.190113	0.113655	0.00526008	0.0363495	0.187055	0.093286	0.0202079	0.09793812	0.04125909	0.191997	0.0188682	0.0336345	0.0192536	0.0171543	0.0372477	0.106642	0.00271504	0.0433454	0.102645	0.0283059	0.0476409	0.21724	0.070631	0.0626799	0.01324466	35.76661	0.0650775	0.342609	0.907908	2.68441	0.250239	0.188046	0.182679	0.0895737	0.160848	0.128614	0.05450375	0.2430046
2900	-241.7838	-247.5717	5.787897	33.22495	2.583996	0.107123	0.0358902	0.173002	0.0226296	0.050157	0.126639	0.147078	0.0847884	0.119152	0.0391264	0.308682	0.0434987	0.297285	0.0153127	0.0739768	0.212225	0.1135446	-0.01751371	0.0420838	0.0462024	0.0345284	0.0367749	0.0131591	0.0679584	0.0086927	0.00237211	0.137064	0.00696101	0.0774652	0.0782172	0.243919	0.196265	0.00833663	0.08091357	33.22495	0.354278	0.70554	1.07952	1.86066	0.294843	0.154903	0.102637	0.104739	0.180724	0.162154	0.06339987	1.276242
3000	-225.0707	-246.2508	21.18006	192.9913	2.347225	0.0508973	0.0422976	0.00448803	0.02284	0.0593652	0.00291262	0.0278084	0.0124046	0.0116944	0.0141932	0.0191068	0.0178663	0.0737043	0.0239845	0.0214444	0.0185037	0.04124318	0.007622434	0.0595093	0.128936	0.147562	0.0515552	0.0558977	0.0153985	0.0574322	0.00558979	0.195726	0.0366688	0.0264835	0.0539198	0.101947	0.0533153	0.0100592	0.003756491	192.9913	0.331477	0.687496	1.07667	1.90436	0.239242	0.277265	0.11405	0.0807343	0.156598	0.132111	0.01137893	0.330127
3100	-239.7255	-248.97	9.244547	377.9023	2.791464	0.0250009	0.279479	0.0296201	0.0259395	0.0306832	0.0150643	0.000796893	0.0136975	0.028608	0.0503594	0.000369013	0.0733123	0.0134446	0.0653338	0.0204275	0.0450111	0.04584036	0.006576437	0.0365668	0.134107	0.0404387	0.0265864	0.00971201	0.018057	0.17906	0.00547239	0.170123	0.0215185	0.0386759	0.0353153	0.163505	0.0996346	0.0212273	0.02163455	377.9023	0.372457	0.719287	1.08127	1.82698	0.329206	0.235793	0.111377	0.0647414	0.154928	0.103954	0.02821099	0.7668839
3200	-234.5949	-245.4787	10.88372	70.2084	1.095363	0.0765454	0.193758	0.0336006	0.0932237	0.0535363	0.0320725	0.199823	0.0325126	0.0543977	0.0109424	0.0965899	0.0584913	0.00767056	0.139694	0.000267477	0.0223766	0.0931533	0.0140282	0.0584247	0.00603278	0.0357414	0.0358487	0.00575593	0.0447475	0.0491427	0.00146315	0.122553	0.0181529	0.254564	0.020595	0.236027	0.0997389	0.0112126	0.009905976	70.2084	0.155579	0.503652	1.01416	2.32661	0.26775	0.177862	0.114789	0.083799	0.236932	0.118867	0.02393417	0.4138842
3300	-238.9284	-248.0007	9.072354	263.0425	2.019137	0.085663	0.0236653	0.0469184	6.97056e-05	0.020856	0.140772	0.179654	0.00736267	0.0201232	0.0759169	0.0699517	0.0195954	0.00699651	0.0809634	0.0240573	0.0295202	0.06213389	0.00727497	0.0388888	0.266847	0.158933	0.0316019	0.0141013	0.0161999	0.0371015	0.00311071	0.0700942	0.0129349	0.0964345	0.0116074	0.203308	0.0172242	0.021612	0.001613792	263.0425	0.295548	0.657033	1.07046	1.97696	0.291396	0.238894	0.0921196	0.0515771	0.164555	0.161458	0.008888761	0.1815542
3400	-234.937	-249.7764	14.83936	23.04927	2.991545	0.265483	0.0692169	0.0113448	0.0360706	0.0983266	0.0118289	0.0282293	0.0648207	0.033157	0.127342	0.101923	0.108685	0.0486082	0.090681	0.0434298	0.183194	0.06956574	0.04510471	0.0155096	0.0217817	0.0891287	0.134296	0.0200071	0.00177223	0.0287875	0.0178813	0.107645	0.155863	0.126901	0.0630036	0.155436	0.00718042	0.0548062	0.03113048	23.04927	0.388607	0.731059	1.08247	1.79786	0.247927	0.20674	0.0992815	0.109612	0.179063	0.157376	0.07623519	0.4083479
3500	-224.161	-252.765	28.60402	326.7703	0.8008917	0.002215	0.0115067	0.0155918	0.0285754	0.00485729	0.0169597	0.0240311	0.00374027	0.00212644	0.0184681	0.00300105	0.00251071	0.00473459	0.0153385	0.0566959	0.00231637	0.01188477	0.007024595	0.045526	0.017497	0.071617	0.00939421	3.02945e-05	0.0247982	0.0254343	0.0147341	0.0431488	0.134102	0.330125	0.0464874	0.11875	0.0424402	0.075916	0.004640994	326.7703	0.0957485	0.407493	0.957202	2.53956	0.195493	0.280451	0.147665	0.0907097	0.11899	0.166691	0.01166559	0.3978363
3600	-208.3404	-244.4471	36.10665	273.8741	2.850125	0.00826157	0.0332402	0.00982681	0.0053348	0.00625748	0.00815244	0.00317119	0.0108529	0.00665091	0.00193653	0.00420795	0.00950656	0.0144503	0.00555776	0.00433365	0.00343147	0.00686404	0.003494419	0.0471355	0.130527	0.0430092	0.0230304	0.00488177	0.0134587	0.00815927	0.0185634	0.0609571	0.304517	0.130051	0.00543958	0.164025	0.0389118	0.00733242	0.0003699937	273.8741	0.377324	0.722877	1.08167	1.81813	0.289168	0.191805	0.100615	0.0887413	0.190628	0.139044	0.003864413	0.09574383
3700	-233.3046	-248.2187	14.9141	171.8361	1.285919	0.0178278	0.0161977	0.0668942	0.0778672	0.050999	0.00393228	0.0013679	0.00927176	0.0075707	0.0302598	0.178299	0.0132228	0.0365616	0.019368	0.0712597	0.0108891	0.06018798	0.01578257	0.0536128	0.163942	0.0754369	0.0201923	0.0218559	0.0134528	0.0155809	0.00285696	0.0929939	0.0983709	0.0899286	0.0678148	0.139439	0.0675358	0.0769865	0.002877595	171.8361	0.190279	0.548556	1.03492	2.22625	0.267186	0.239013	0.159547	0.0652787	0.148789	0.120187	0.01866016	0.1542106
3800	-236.5058	-247.2628	10.75699	24.59723	2.759589	0.0563484	0.0904081	0.0451669	0.109854	0.00285479	0.0446322	0.209722	0.0786848	0.00148887	0.0857372	0.180314	0.268781	0.142476	0.0162148	0.128409	0.0845457	0.08860131	0.02920071	0.0445486	0.0615429	0.0980005	0.0588571	0.00413685	0.0640708	0.0144044	0.0247635	0.0705831	0.0899401	0.00563703	0.082349	0.269134	0.0866644	0.0253675	0.04895778	24.59723	0.369764	0.717284	1.08104	1.83191	0.23829	0.189485	0.0997263	0.104205	0.216518	0.151775	0.07815848	0.6263911
3900	-243.88	-248.9885	5.108517	11.54263	0.6799984	0.337941	0.0559997	0.0414478	0.443454	0.322955	0.257132	0.0909873	0.0931957	0.0718993	0.191759	0.391752	0.220203	0.0249773	0.190155	0.0537994	0.448882	0.1572349	0.08486746	0.0621896	0.0104327	0.171863	0.057477	0.0046683	0.00223882	0.0154503	0.015181	0.0624263	0.355701	0.0656271	0.0432606	0.0966062	0.0306134	0.00626508	0.0680391	11.54263	0.0699221	0.353938	0.917225	2.65892	0.271247	0.133356	0.13471	0.0922332	0.227485	0.140969	0.1529066	0.4449717
4000	-237.6433	-245.9931	8.34973	47.36128	2.406064	0.0401142	0.150393	0.0119262	0.0396085	0.322486	0.0178984	0.0494093	0.0414023	0.0142001	0.120076	0.0666309	0.20115	0.0139233	0.100139	0.265672	0.00103918	0.07899511	0.00670715	0.00879214	0.125772	0.101876	0.128048	0.0573359	0.0177693	0.0100451	0.00379479	0.13874	0.0161852	0.0471411	0.0131096	0.121197	0.19918	0.0110141	0.0193403	47.36128	0.337366	0.692246	1.07748	1.89291	0.328856	0.197479	0.108209	0.0712407	0.20465	0.0895647	0.02604745	0.7425026
4100	-229.555	-248.7864	19.23136	53.63059	1.238614	0.121591	0.0365646	0.097612	0.0461529	0.0281786	0.0189582	0.0324709	0.0186763	0.0566527	0.0358386	0.0424144	0.0202629	0.0402352	0.000581292	0.0486961	0.176805	0.05924065	0.0418248	0.0344765	0.0446927	0.0777223	0.0635167	0.0197391	0.0171226	0.0481282	0.00733855	0.184863	0.0338549	0.0174794	0.00909645	0.319942	0.10312	0.0189082	0.006225011	53.63059	0.181981	0.538354	1.03051	2.24915	0.195951	0.303695	0.192583	0.0779706	0.14268	0.0871205	0.04804981	0.1295533
4200	-226.2469	-246.3769	20.12995	39.14274	2.486148	0.119562	0.0240754	0.0413241	0.221497	0.0525051	0.00756827	0.0111405	0.0177344	0.00757354	0.0181722	0.157304	0.0134939	0.0181847	0.0216012	0.0193621	0.0641355	0.04902844	0.05151549	0.029855	0.0876838	0.0497108	0.00292396	0.0195278	0.00281064	0.0797737	0.000699978	0.135552	0.0511425	0.13845	0.00130124	0.223834	0.14048	0.0362538	0.005304181	39.14274	0.345139	0.698419	1.07847	1.87797	0.224696	0.339004	0.0772619	0.0926423	0.202239	0.0641564	0.05681967	0.09335115
4300	-218.6932	-251.3355	32.64228	99.16515	1.118366	0.0370163	0.0201995	0.00123236	0.00314261	0.035456	0.0257745	0.0342565	0.0120996	0.0171951	0.0104865	0.00385329	0.02204	0.00213647	0.00382081	0.00745778	0.00218889	0.01590062	0.002905039	0.0655107	0.0255392	0.0536653	0.113367	0.0243397	0.00721185	0.0151364	0.00141056	0.276786	0.0408612	0.157094	0.00850707	0.110561	0.0659913	0.0340184	0.01290378	99.16515	0.159948	0.509651	1.01714	2.31326	0.135981	0.341256	0.087389	0.120537	0.188786	0.126051	0.01580882	0.8162394
4400	-231.1403	-243.8751	12.73484	75.77847	1.120489	0.0353088	0.092763	0.022908	0.00596296	0.152328	0.0876247	0.0644542	0.00700586	0.0304409	0.134566	0.137141	0.116405	0.0186633	0.197394	0.0301496	0.0271402	0.06278399	0.005885266	0.0351528	0.19756	0.000187091	0.0274679	0.024946	0.000909917	0.0199101	0.000408895	0.14551	0.0456368	0.276957	0.00840378	0.171283	0.0163534	0.0293147	0.0260238	75.77847	0.160348	0.510196	1.01741	2.31204	0.208047	0.206709	0.0972533	0.154092	0.198306	0.135593	0.03190907	0.8155613
